Obs	Year	Month	Day	Latitude	Longitude	ZonWinds	MerWinds	Humidity	AirTemp	SSTemp
60044	90	12	25	1.97	165	-0.6	-0.9	73.4	28.67	NaN
60045	90	12	26	1.97	165.01	3	1.4	75	27.15	NaN
60046	90	12	27	1.97	165.01	2.8	1.5	69.1	28.47	NaN
60047	90	12	28	1.96	165.02	3.5	-3.1	71.9	28.91	NaN
60048	90	12	29	1.95	165.01	1.5	-1.6	73.4	28.43	NaN
60049	90	12	30	1.97	165.01	3	2.7	73.4	28.59	NaN
60050	90	12	31	1.96	165.01	4.4	1.2	78.9	26.83	NaN
60051	91	1	1	1.96	165.01	0.9	1.6	72.3	28.47	NaN
60052	91	1	2	1.96	165.01	-1.2	-3.4	71.1	28.87	NaN
60053	91	1	3	1.95	165	-3.5	-4.8	75	28.67	NaN
60054	91	1	4	1.95	164.99	-2.6	-5.8	72.7	28.91	NaN
60055	91	1	5	1.95	165	-0.8	-2.1	76.6	27.67	NaN
60056	91	1	6	1.96	165.01	0.4	-2.9	68.4	28.43	NaN
60057	91	1	7	1.97	165	3.3	-0.7	NaN	27.43	NaN
60058	91	1	8	1.97	165	0.4	0.9	NaN	28.31	NaN
60059	91	1	9	1.97	165	-1.8	-0.2	NaN	28.71	NaN
60060	91	1	10	1.97	165	-0.1	-0.4	NaN	28.63	NaN
60061	91	1	11	1.97	165	1.4	0.2	NaN	27.23	NaN
60062	91	1	12	1.97	165	0.2	1	NaN	28.03	NaN
60063	91	1	13	1.97	165	2.2	4.5	NaN	28.87	NaN
60064	91	1	14	1.96	165	2.5	-1.9	NaN	28.43	NaN
60065	91	1	15	1.96	165	-2.6	-3	NaN	27.95	NaN
60066	91	1	16	1.96	164.99	1	-1.1	NaN	27.51	NaN
60067	91	1	17	1.96	165.01	-2	-4.7	NaN	27.23	NaN
60068	91	1	18	1.94	165	-4.3	-2.2	NaN	28.71	NaN
60069	91	1	19	1.95	164.99	-6.5	-2.1	NaN	27.75	NaN
60070	91	1	20	1.96	164.99	-2.3	-2.4	NaN	26.63	NaN
60071	91	1	21	1.97	164.99	-1.9	-5.5	NaN	28.27	NaN
60072	91	1	22	1.96	165	-4.4	-3	NaN	28.39	NaN
60073	91	1	23	1.96	165.01	-3.4	-1.4	NaN	27.59	NaN
60074	91	1	24	1.97	165	-4	-3.1	NaN	27.55	NaN
60075	91	1	25	1.97	165	-2.8	-1.3	NaN	27.47	NaN
60076	91	1	26	1.96	165	-1.6	-1.7	NaN	27.67	NaN
60077	91	1	27	1.95	164.99	-0.2	-4.2	NaN	27.11	NaN
60078	91	1	28	1.96	164.99	-1.9	-6.5	NaN	28.19	NaN
60079	91	1	29	1.96	164.99	-1.3	-4.2	NaN	27.35	NaN
60080	91	1	30	1.96	165	-3.2	-1.2	NaN	28.79	NaN
60081	91	1	31	1.96	165	-5.8	1.1	NaN	29.07	NaN
60082	91	2	1	1.96	165	-5.9	-1.8	NaN	29.19	NaN
60083	91	2	2	1.97	165	-6.2	-2.3	NaN	29.27	NaN
60084	91	2	3	1.96	165	-3.4	-2.6	NaN	28.91	NaN
60085	91	2	4	1.95	164.99	-1.3	-0.5	NaN	28.07	NaN
60086	91	2	5	1.95	164.99	-2.9	0.9	NaN	28.15	NaN
60087	91	2	6	1.96	165	-2.9	-0.6	NaN	28.91	NaN
60088	91	2	7	1.96	164.99	-0.8	-2.1	NaN	28.87	NaN
60089	91	2	8	1.96	165	-2.3	-2.8	NaN	27.55	NaN
60090	91	2	9	1.96	165	-2.7	-1.9	NaN	28.47	NaN
60091	91	2	10	1.96	165	-2.7	-5.2	NaN	28.83	NaN
60092	91	2	11	1.96	164.99	-3.3	-6.5	NaN	29.51	NaN
60093	91	2	12	1.95	165	-3.8	-7.4	NaN	29.07	NaN
60094	91	2	13	1.95	164.99	-6.6	-4.3	NaN	29.03	NaN
60095	91	2	14	1.96	164.99	-6	0.1	NaN	29.47	NaN
60096	91	2	15	1.96	164.99	-5	-1.5	NaN	29.19	NaN
60097	91	2	16	1.97	165	-4.5	-3.4	NaN	29.27	NaN
60098	91	2	17	1.96	165	-4.1	-3.7	NaN	29.35	NaN
60099	91	2	18	1.96	164.99	-3.6	-4.6	NaN	29.07	NaN
60100	91	2	19	1.96	165	-1.6	-6.2	NaN	29.11	NaN
60101	91	2	20	1.97	165	-3.2	-7.5	NaN	29.43	NaN
60102	91	2	21	1.96	165.01	-4.1	-7.6	NaN	29.31	NaN
60103	91	2	22	1.96	164.99	-2.8	-6	NaN	29.43	NaN
60104	91	2	23	1.96	164.99	-3.1	-5.1	NaN	29.07	NaN
60105	91	2	24	1.97	164.99	-4.2	-3.9	NaN	29.47	NaN
60106	91	2	25	1.96	165	-2.6	-0.2	NaN	29.27	NaN
60107	91	2	26	1.97	165	-1.6	-5.2	NaN	29.27	NaN
60108	91	2	27	1.96	165.01	2.9	-0.5	NaN	28.39	NaN
60109	91	2	28	1.96	165.01	1.9	-2.8	NaN	28.55	NaN
60110	91	3	1	1.96	165.01	-3.9	-0.9	NaN	28.79	NaN
60111	91	3	2	1.96	165.01	-0.1	2.2	NaN	28.99	NaN
60112	91	3	3	1.96	164.99	-2.9	-0.8	NaN	28.75	NaN
60113	91	3	4	1.96	165	-5.2	0.4	NaN	28.95	NaN
60114	91	3	5	1.97	165.01	0.1	3	NaN	28.83	NaN
60115	91	3	6	1.96	165	0.8	0.4	NaN	27.91	NaN
60116	91	3	7	1.96	165.01	1	-1.1	NaN	28.75	NaN
60117	91	3	8	1.96	165.01	-3	-0.2	NaN	29.07	NaN
60118	91	3	9	1.96	165.01	-2.5	-0.5	NaN	29.11	NaN
60119	91	3	10	1.96	165	-0.6	-2.1	NaN	28.59	NaN
60120	91	3	11	1.96	165	-4.8	-0.3	NaN	28.91	NaN
60121	91	3	12	1.97	165	-6.5	0.4	NaN	29.27	NaN
60122	91	3	13	1.96	165	-3.9	-0.6	NaN	28.47	NaN
60123	91	3	14	1.96	165.01	-2.2	0.3	NaN	28.31	NaN
60124	91	3	15	1.96	165.01	-3.7	-2.3	NaN	29.15	NaN
60125	91	3	16	1.96	165	4.1	-4	NaN	27.27	NaN
60126	91	3	17	1.96	165.01	0.6	-2.7	NaN	28.07	NaN
60127	91	3	18	1.96	165.01	4.8	1.3	NaN	27.35	NaN
60128	91	3	19	1.97	165.01	4.3	7.9	NaN	26.75	NaN
60129	91	3	20	1.96	165	-1.5	6.2	NaN	28.95	NaN
60130	91	3	21	1.96	164.99	-6.2	1	NaN	29.23	NaN
60131	91	3	22	1.96	165.01	-2	-3.1	NaN	27.07	NaN
60132	91	3	23	1.96	164.99	-3.2	-7.1	NaN	27.87	NaN
60133	91	3	24	1.96	165.01	-3.2	-1.4	NaN	28.79	NaN
60134	91	3	25	1.96	165	-2	1.4	NaN	29.27	NaN
60135	91	3	26	1.95	165.01	-1.6	1.1	NaN	29.11	NaN
60136	91	3	27	1.95	165.01	NaN	NaN	NaN	NaN	NaN
60137	91	3	28	2	165	NaN	NaN	NaN	29.19	30.01
60138	91	3	29	2	165	NaN	NaN	NaN	27.95	30.07
60139	91	3	30	2	165	NaN	NaN	NaN	28.07	29.83
60140	91	3	31	2	165	NaN	NaN	NaN	28.99	29.75
60141	91	4	1	2	165	-3.4	-1.4	NaN	28.07	29.92
60142	91	4	2	1.96	165.01	1.4	-2	NaN	28.39	29.95
60143	91	4	3	1.96	165.01	1.6	0	NaN	28.67	29.93
60144	91	4	4	1.96	165.01	0.7	2.9	NaN	28.95	30.14
60145	91	4	5	1.96	165.01	-0.4	0.6	NaN	28.91	30.35
60146	91	4	6	1.96	165.01	1.5	1.3	NaN	27.91	30.01
60147	91	4	7	1.96	165.01	-1.2	0.2	NaN	28.91	30.04
60148	91	4	8	1.96	165	-1.6	2	NaN	29.43	30.04
60149	91	4	9	1.97	165	0.1	0.6	NaN	28.83	30.14
60150	91	4	10	1.97	165.01	1	-4.2	NaN	27.87	29.94
60151	91	4	11	1.97	165	-0.6	-1.1	NaN	28.55	30.02
60152	91	4	12	1.97	165.01	-3.1	2.8	NaN	29.23	30.28
60153	91	4	13	1.97	165.01	-4.1	-0.8	NaN	29.03	30.19
60154	91	4	14	1.96	165.01	-3.9	-3.3	NaN	29.31	30.1
60155	91	4	15	1.96	165.01	-5.3	-1.9	NaN	29.63	30.18
60156	91	4	16	1.96	165	-4.3	-0.6	NaN	29.51	30.22
60157	91	4	17	1.96	165.01	-0.5	1.3	NaN	29.43	30.59
60158	91	4	18	1.96	165.01	0.2	1.2	NaN	28.91	30.28
60159	91	4	19	1.96	165.01	-1.2	0.2	NaN	29.07	30.82
60160	91	4	20	1.96	165.01	0	-2.6	NaN	29.03	30.44
60161	91	4	21	1.96	165.01	-0.6	-5.3	NaN	28.91	30.43
60162	91	4	22	1.96	165	-2.8	-1.7	NaN	27.23	30.18
60163	91	4	23	1.97	165.01	-0.9	0.4	NaN	28.35	30.17
60164	91	4	24	1.97	165	-1.3	-0.5	NaN	29.19	30.53
60165	91	4	25	1.96	164.99	-4.4	1.3	NaN	29.23	30.43
60166	91	4	26	1.97	165	-5.7	-0.6	NaN	28.63	30.42
60167	91	4	27	1.97	165.01	-1.3	-2.8	NaN	27.91	30.37
60168	91	4	28	1.96	165.01	1.1	-0.6	NaN	28.59	30.41
60169	91	4	29	1.96	165.01	-3.2	-2.9	NaN	28.75	30.37
60170	91	4	30	1.96	165.01	-3.2	-2.7	NaN	28.31	30.44
60171	91	5	1	1.96	165	-4.2	-1.6	NaN	28.67	30.44
60172	91	5	2	1.95	165.01	-1	-7.7	NaN	28.83	30.29
60173	91	5	3	1.96	165	-2.5	-2.4	NaN	27.63	30.22
60174	91	5	4	1.96	165	1.5	-2.6	NaN	28.23	30.16
60175	91	5	5	1.96	165.01	-1.3	-2.6	NaN	29.07	30.55
60176	91	5	6	1.96	165.01	0.1	-1.2	NaN	28.91	30.48
60177	91	5	7	1.96	165.01	-2	1.4	NaN	29.75	30.96
60178	91	5	8	1.96	165.01	-1.9	1	NaN	28.07	30.48
60179	91	5	9	1.96	165.01	-0.9	-2.9	NaN	29.19	30.52
60180	91	5	10	1.97	165.01	0.9	-0.6	NaN	28.47	30.45
60181	91	5	11	1.96	165	3.1	-0.5	NaN	28.39	30.28
60182	91	5	12	1.97	165.01	3.7	0.3	NaN	28.23	29.98
60183	91	5	13	1.96	165	0.2	-1.8	NaN	28.91	29.96
60184	91	5	14	1.96	165.01	-0.2	-2.8	NaN	29.27	30.19
60185	91	5	15	1.96	165	-2.6	-1.3	NaN	29.31	30.23
60186	91	5	16	1.96	165.01	-3.2	0.3	NaN	28.11	30.1
60187	91	5	17	1.97	165.01	-3.3	-0.6	NaN	28.79	30.37
60188	91	5	18	1.97	165.01	-3.7	-1.9	NaN	29.23	30.14
60189	91	5	19	1.97	165.01	-3.1	-0.8	NaN	29.23	30.19
60190	91	5	20	1.96	165.01	-2	0.1	NaN	28.47	30.18
60191	91	5	21	1.98	165	-2.4	0.2	NaN	29.31	30.44
60192	91	5	22	1.98	165.01	-1.7	-2.7	NaN	28.83	30.26
60193	91	5	23	1.97	165.01	-1.5	-2.4	NaN	28.99	30.28
60194	91	5	24	1.97	165	-1.9	1	NaN	27.31	30.23
60195	91	5	25	1.97	165.01	-0.2	-1.2	NaN	28.19	30.03
60196	91	5	26	1.96	165.01	-4	-2.9	NaN	29.63	30.2
60197	91	5	27	1.96	165.01	-1.6	-1.7	NaN	28.83	30.31
60198	91	5	28	1.97	165	-2	0.1	NaN	27.79	30.02
60199	91	5	29	1.97	165	-4.2	-1	NaN	29.15	30.21
60200	91	5	30	1.97	165	-6	-1.3	NaN	29.39	30.14
60201	91	5	31	1.96	165	-6.2	-1.5	NaN	28.35	30.09
60202	91	6	1	1.96	165	-2.4	-1.8	NaN	29.47	30.3
60203	91	6	2	1.97	165.01	-3.6	0.1	NaN	NaN	NaN
60204	91	6	3	1.97	165.01	-2.3	0.4	NaN	28.47	30.3
60205	91	6	4	1.97	165.01	-3.6	1.4	NaN	29.43	30.32
60206	91	6	5	1.97	165.01	-2.8	-0.2	NaN	28.35	30.29
60207	91	6	6	1.97	165.01	-1.1	-2.8	NaN	28.83	30.12
60208	91	6	7	1.96	165	-1.1	-1.2	NaN	29.55	30.34
60209	91	6	8	1.97	165	-0.8	-3.5	NaN	29.15	30.32
60210	91	6	9	1.97	165	-4.4	-1.2	NaN	29.23	30.25
60211	91	6	10	1.96	165	-4.2	-0.2	NaN	28.95	30.28
60212	91	6	11	1.97	165	-6.7	1.9	NaN	28.95	30.16
60213	91	6	12	1.97	165.01	-4.6	0.1	NaN	29.27	30.11
60214	91	6	13	1.97	165.01	-0.1	-2	NaN	28.99	30.29
60215	91	6	14	1.97	165.01	0.4	0.9	NaN	29.03	30.79
60216	91	6	15	1.96	165.01	2.8	1.9	NaN	28.79	30.45
60217	91	6	16	1.96	165.01	3.5	3.8	NaN	27.03	30.07
60218	91	6	17	1.96	165.01	4.4	2.8	NaN	28.59	30.12
60219	91	6	18	1.96	165.01	0.4	2.5	NaN	28.31	30.25
60220	91	6	19	1.97	165.01	1.1	4	NaN	28.39	29.91
60221	91	6	20	1.96	165.01	3.5	0.9	NaN	26.91	29.83
60222	91	6	21	1.95	165.02	1.5	4	NaN	28.19	29.84
60223	91	6	22	1.96	165.01	2.4	1.4	NaN	27.79	29.93
60224	91	6	23	1.97	165.01	3.2	-0.3	NaN	28.39	30.05
60225	91	6	24	1.96	165.01	0	-3.8	NaN	29.39	30.02
60226	91	6	25	1.96	165	-2.8	0	NaN	29.39	29.96
60227	91	6	26	1.96	165.01	-2.4	3.3	NaN	28.51	29.87
60228	91	6	27	1.97	165.01	-2.1	-1	NaN	29.11	30.09
60229	91	6	28	1.96	165	-2	-1.6	NaN	28.31	29.93
60230	91	6	29	1.96	165.01	0.5	1.5	NaN	27.11	29.81
60231	91	6	30	1.96	165.01	0.3	-0.4	NaN	28.91	30.32
60232	91	7	1	1.96	165.01	0.9	-2.7	NaN	29.07	30.19
60233	91	7	2	1.96	165.01	-0.8	-0.1	NaN	28.59	29.93
60234	91	7	3	1.96	165.01	0.6	0.9	NaN	26.83	29.71
60235	91	7	4	1.97	165	-1.2	0.2	NaN	28.51	29.78
60236	91	7	5	1.96	165.01	-3.1	-0.8	NaN	28.47	29.89
60237	91	7	6	1.96	165	-2.5	-2.2	NaN	28.23	29.94
60238	91	7	7	1.96	165	0	-1.6	NaN	28.63	30.29
60239	91	7	8	1.97	165	-1.4	1.1	NaN	28.43	30.24
60240	91	7	9	1.96	165.01	-1.8	0.3	NaN	28.79	30.2
60241	91	7	10	1.96	165	-1.1	-3.2	NaN	28.67	30.06
60242	91	7	11	1.96	165	-3.6	-1.1	NaN	27.59	30.06
60243	91	7	12	1.97	165	0.6	0.4	NaN	27.23	29.95
60244	91	7	13	1.96	165	1.6	-2.4	NaN	28.43	30.09
60245	91	7	14	1.96	165	3	-0.1	NaN	27.59	30.01
60246	91	7	15	1.96	165.01	1.3	-0.4	NaN	27.67	29.99
60247	91	7	16	1.96	165.01	-1.7	-0.9	NaN	28.39	30.15
60248	91	7	17	1.97	165.01	-4.5	0.9	NaN	29.23	30.05
60249	91	7	18	1.96	165.01	-2.1	1.8	NaN	28.95	30.08
60250	91	7	19	1.97	165.01	0.4	-2.7	NaN	28.27	30.52
60251	91	7	20	1.96	165.01	-1.6	-1.7	NaN	28.51	30.24
60252	91	7	21	1.96	165.01	-0.5	1.3	NaN	28.39	30.13
60253	91	7	22	1.97	165	-1.2	2	NaN	29.11	30.31
60254	91	7	23	1.97	165	1.1	2.6	NaN	27.75	30.1
60255	91	7	24	1.96	165	0.6	0.9	NaN	27.99	30.09
60256	91	7	25	1.96	165.01	0.4	-0.8	NaN	28.95	30.56
60257	91	7	26	1.96	165.01	1.3	0.5	NaN	28.83	30.37
60258	91	7	27	1.96	165.01	1.7	2.3	NaN	28.31	30.25
60259	91	7	28	1.96	165.01	3.2	1.6	NaN	28.35	30.18
60260	91	7	29	1.96	165.01	2.8	3.1	NaN	28.11	30.41
60261	91	7	30	1.96	165	2.2	0.3	NaN	28.23	30.32
60262	91	7	31	1.95	165.01	2.2	0.1	NaN	28.79	30.44
60263	91	8	1	1.96	165.01	2.7	2.1	NaN	28.07	30.3
60264	91	8	2	1.97	165.01	-0.2	1.4	NaN	27.47	30.05
60265	91	8	3	1.96	165.01	0.3	-1	NaN	28.51	30.12
60266	91	8	4	1.96	165.01	NaN	NaN	NaN	28.51	30.12
60267	91	8	5	1.99	165.04	NaN	NaN	NaN	NaN	NaN
60268	91	8	6	1.99	165.04	1.1	0.8	73	29.42	29.78
60269	91	8	7	1.99	165.04	0.6	0.2	77.7	29.15	29.88
60270	91	8	8	1.98	165.05	-0.6	-0.7	73.4	29.5	30.15
60271	91	8	9	1.99	165.03	-1	0.2	75.4	28.84	30.15
60272	91	8	10	1.99	165.04	-1	-0.3	72.7	29	30.03
60273	91	8	11	1.99	165.04	1.8	1.1	78.5	28.46	29.87
60274	91	8	12	1.99	165.04	0.1	0.6	74.6	28.88	29.82
60275	91	8	13	1.99	165.04	1	-0.2	80.1	28.11	29.92
60276	91	8	14	1.98	165.04	2.2	-1.5	78.1	28.65	29.61
60277	91	8	15	1.99	165.06	-1.9	-0.8	78.9	28.8	29.53
60278	91	8	16	1.99	165.04	-1.3	-0.5	77	29.15	29.74
60279	91	8	17	1.99	165.04	1.1	-0.4	78.5	28.53	29.55
60280	91	8	18	1.98	165.04	-0.5	-1.6	77.7	29.31	29.62
60281	91	8	19	1.99	165.04	2.6	-2.8	76.2	29.38	29.72
60282	91	8	20	1.98	165.04	0.6	-1.9	79.3	29.04	29.7
60283	91	8	21	1.99	165.05	0.5	-2.5	82.4	28.26	29.71
60284	91	8	22	1.99	165.03	0.2	1	77.7	29.15	29.97
60285	91	8	23	1.99	165.05	2.2	1	80.9	28.03	29.91
60286	91	8	24	1.99	165.04	0.9	0.6	82	27.96	29.66
60287	91	8	25	1.98	165.02	1.3	0.5	77	28.92	29.68
60288	91	8	26	1.99	165.04	-0.4	-0.9	76.2	28.84	30.03
60289	91	8	27	1.98	165.04	0.7	-1.3	83.2	27.8	29.56
60290	91	8	28	1.99	165.04	-0.7	-1.1	76.6	29.38	29.84
60291	91	8	29	1.99	165.04	-0.2	0.6	74.2	29.34	29.92
60292	91	8	30	1.99	165.05	0.6	0.7	72.3	29.65	30.15
60293	91	8	31	2	165.04	0.1	0.6	82.4	28.15	29.93
60294	91	9	1	1.99	165.04	1.1	0.8	82.4	27.96	29.55
60295	91	9	2	1.99	165.03	1.6	1.8	83.6	27.92	29.56
60296	91	9	3	1.98	165.03	3.4	1	78.9	28.88	29.57
60297	91	9	4	1.99	165.04	3.5	-1.2	82.8	28.23	29.51
60298	91	9	5	1.98	165.04	1.4	-1.4	82.8	28.8	29.52
60299	91	9	6	1.99	165.03	-0.4	-0.3	82.8	27.76	29.36
60300	91	9	7	1.99	165.04	1.1	0.6	75.8	29.42	29.7
60301	91	9	8	1.99	165.04	0.3	-1	76.6	29.58	29.76
60302	91	9	9	1.99	165.04	-1.4	2.2	80.1	28.73	29.52
60303	91	9	10	2	165.04	-2.8	3.7	77.7	29.04	29.35
60304	91	9	11	2	165.04	-2	3.5	78.1	28.38	29.28
60305	91	9	12	1.99	165.02	-0.6	1.7	75.4	29.23	29.34
60306	91	9	13	1.99	165.04	-0.8	2.1	75	29.34	29.42
60307	91	9	14	1.99	165.04	0.2	1.4	75.8	29.23	29.4
60308	91	9	15	1.99	165.04	-0.8	0.1	75.8	28.8	29.42
60309	91	9	16	2	165.04	-1.3	0.9	77.7	28.38	29.42
60310	91	9	17	1.99	165.04	-1	3	74.2	29.15	29.56
60311	91	9	18	1.99	165.04	-0.6	1.9	80.5	27.49	29.28
60312	91	9	19	1.99	165.03	-1.6	3.5	74.6	29	29.33
60313	91	9	20	1.99	165.03	-1.1	2.6	84	27.49	29.25
60314	91	9	21	1.99	165.04	-1.1	2.4	82.8	28.03	29.11
60315	91	9	22	1.98	165.04	-0.8	3	83.2	27.49	28.85
60316	91	9	23	1.98	165.05	-5	1	80.5	28.69	28.8
60317	91	9	24	1.98	165.04	-1.9	-3.8	80.9	28.42	28.8
60318	91	9	25	1.98	165.04	-0.6	3	82.8	28.07	28.66
60319	91	9	26	1.99	165.04	-2.5	-1.8	82	28.5	28.71
60320	91	9	27	1.99	165.05	-0.8	-3.4	87.1	27.18	28.65
60321	91	9	28	1.98	165.04	-1.3	1.6	82	27.65	28.63
60322	91	9	29	1.98	165.03	-2	-1.5	77.7	28.61	28.74
60323	91	9	30	1.99	165.04	-1	0.2	77.7	28.69	28.96
60324	91	10	1	1.99	165.04	-2.7	-1.5	76.6	28.96	28.98
60325	91	10	2	2	165.05	-2.3	-0.5	77	28.84	28.93
60326	91	10	3	1.99	165.04	0.8	-0.9	76.2	28.96	29.01
60327	91	10	4	1.99	165.04	-0.4	-0.5	74.2	29.15	29.33
60328	91	10	5	1.99	165.04	-0.7	-1.1	73.4	29.11	29.48
60329	91	10	6	1.99	165.03	0.7	-0.6	70.3	29.11	29.55
60330	91	10	7	1.99	165.03	1.4	3.5	73.4	29.19	29.49
60331	91	10	8	1.97	165.03	1.2	1.8	76.6	29.23	29.27
60332	91	10	9	1.99	165.02	-0.4	-0.5	77	28.92	29.5
60333	91	10	10	1.99	165.04	-2.7	-2	78.5	28.65	29.52
60334	91	10	11	1.99	165.03	-2.7	-1.6	77.7	28.92	29.66
60335	91	10	12	1.99	165.04	-1.5	0.9	75	29.07	29.53
60336	91	10	13	1.99	165.03	-0.4	-0.3	71.5	29.34	29.97
60337	91	10	14	1.99	165.04	3	1.2	74.2	29.54	29.68
60338	91	10	15	1.98	165.02	2.9	-2.4	74.2	29.61	29.59
60339	91	10	16	1.99	165.03	0	-2.9	74.6	29.54	29.79
60340	91	10	17	1.99	165.03	-0.9	-1.5	77	29.15	29.72
60341	91	10	18	1.99	165.03	-2.8	2.8	75.8	29.65	29.81
60342	91	10	19	1.99	165.03	-2.8	2.4	72.7	29.61	29.81
60343	91	10	20	1.99	165.03	-1.4	2.4	72.3	29.42	29.93
60344	91	10	21	1.97	165.03	-0.8	0.1	75	29.34	29.97
60345	91	10	22	1.99	165.02	-0.5	-1.7	74.6	29.23	29.99
60346	91	10	23	1.99	165.04	-0.4	-0.8	79.3	27.96	30.01
60347	91	10	24	1.99	165.02	-0.5	-4.6	80.5	28.11	29.95
60348	91	10	25	1.99	165.02	-2.2	-3.3	80.5	28.34	29.84
60349	91	10	26	1.99	165.04	-3	-3	81.3	28.03	29.85
60350	91	10	27	1.99	165.03	-4.9	-0.3	74.6	29.11	29.72
60351	91	10	28	1.99	165.04	-1.8	0.3	73	29.77	29.84
60352	91	10	29	1.99	165.04	-0.2	3.1	74.6	29.58	30.09
60353	91	10	30	1.99	165.03	0.1	-2.1	81.6	27.72	29.84
60354	91	10	31	1.99	165.03	0.2	-5.8	78.5	28.65	29.64
60355	91	11	1	1.98	165.03	-1.2	-3.3	80.5	27.61	29.56
60356	91	11	2	1.98	165.03	1.5	4.1	75	29.27	29.65
60357	91	11	3	1.98	165.03	1.1	-0.7	77	29.46	29.47
60358	91	11	4	1.99	165.03	-1.5	-2.6	79.7	28.84	29.31
60359	91	11	5	1.99	165.04	-5.1	0.2	82.4	28.3	29.26
60360	91	11	6	1.99	165.04	-2.6	0.2	81.6	28.03	29.24
60361	91	11	7	1.99	165.04	-3.9	1.5	77.3	28.88	29.31
60362	91	11	8	1.99	165.04	-1.8	0.3	79.3	28.26	29.39
60363	91	11	9	1.99	165.04	-1.7	0.9	76.6	29.23	29.67
60364	91	11	10	1.99	165.04	-0.1	1.9	74.6	29.42	29.93
60365	91	11	11	1.99	165.03	-0.2	4.1	74.6	29.34	29.64
60366	91	11	12	1.99	165.04	0	1.6	77.7	29	29.58
60367	91	11	13	1.98	165.03	1.2	4.9	76.2	29.23	29.66
60368	91	11	14	1.99	165.04	0.2	5.3	75.8	29.38	29.55
60369	91	11	15	2	165.04	-2.2	7.1	80.1	29.04	29.41
60370	91	11	16	1.99	165.04	-4.4	4.3	84	27.92	29.21
60371	91	11	17	1.99	165.04	-2.8	7.8	81.3	28.5	29.08
60372	91	11	18	1.98	165.04	-1	8.4	80.1	28.5	29.01
60373	91	11	19	1.98	165.03	-4.1	6.3	79.3	28.46	28.96
60374	91	11	20	1.99	165.04	-7	1.1	84.8	27.92	28.89
60375	91	11	21	1.99	165.04	-3.7	9.8	84.8	28.26	28.73
