Obs	Year	Month	Day	Latitude	Longitude	ZonWinds	MerWinds	Humidity	AirTemp	SSTemp
90063	95	4	10	-2	-179.9	-4.9	-5.1	79.9	28.98	29.01
90064	95	4	11	-2	-179.91	-4.6	-1.8	81.7	28.87	29.07
90065	95	4	12	-2	-179.9	-4.2	-3.7	80.1	28.83	29.12
90066	95	4	13	-2	-179.88	-2.6	-4.2	80.7	28.6	29
90067	95	4	14	-2	-179.9	-3.3	-5.6	79.6	28.71	28.93
90068	95	4	15	-2	-179.89	-4.2	-2.8	79.9	28.63	28.99
90069	95	4	16	-1.99	-179.9	-5	-0.8	78.1	28.36	28.94
90070	95	4	17	-1.99	-179.91	-4.2	-1.2	79.1	28.36	28.69
90071	95	4	18	-2	-179.9	-2.8	-3.3	80.7	28.36	28.61
90072	95	4	19	-2	-179.9	-1.5	-4.8	79.8	28.4	28.71
90073	95	4	20	-2	-179.9	-4.9	-3.4	77.5	28.79	29.03
90074	95	4	21	-1.99	-179.91	-6.6	-1.3	77.7	29.18	29.07
90075	95	4	22	-2	-179.9	-5.4	-2.2	77.9	29.14	29.37
90076	95	4	23	-1.99	-179.9	-0.1	-1.9	76.4	29.1	29.68
90077	95	4	24	-2	-179.9	-0.3	-1.1	77.4	29.14	29.88
90078	95	4	25	-1.99	-179.9	-3.1	-1	79.1	29.14	29.85
90079	95	4	26	-1.99	-179.9	-4.7	0.2	77.6	29.37	29.78
90080	95	4	27	-1.99	-179.9	-3	-2.9	78.3	29.33	29.9
90081	95	4	28	-1.99	-179.91	-1.9	-4	77.8	29.1	29.84
90082	95	4	29	-1.99	-179.89	-0.9	-1.7	76.1	28.98	29.96
90083	95	4	30	-2	-179.89	-4	-0.5	75.8	28.98	29.94
90084	95	5	1	-2	-179.89	-5	-2.7	77.8	28.83	29.54
90085	95	5	2	-2	-179.89	-5.2	-4	79	28.71	28.78
90086	95	5	3	-2.01	-179.88	-4	-1.3	71.7	28.63	28.6
90087	95	5	4	-2	-179.9	-4.6	-2.4	74.9	28.91	28.68
90088	95	5	5	-2	-179.9	-3.8	-4.8	75.4	28.79	28.66
90089	95	5	6	-2	-179.9	-5.9	-4.6	71	28.87	28.59
90090	95	5	7	-2	-179.9	NaN	NaN	NaN	NaN	NaN
90091	95	5	8	-2	-180	NaN	NaN	NaN	NaN	NaN
90092	95	5	9	-1.99	-179.88	-2.7	-3.5	81.5	28.19	29.08
90093	95	5	10	-1.99	-179.88	-4.6	-3.1	79.4	28.51	29.1
90094	95	5	11	-1.99	-179.88	-6.5	-2.8	72.9	28.75	29.1
90095	95	5	12	-1.98	-179.88	-4.9	-1.4	72.5	28.71	29.22
90096	95	5	13	-1.98	-179.88	-2.7	1.5	70	28.67	29.49
90097	95	5	14	-1.98	-179.87	-2.2	-0.4	70.4	28.55	29.9
90098	95	5	15	-1.98	-179.87	-1.2	-0.4	73.4	28.67	30.23
90099	95	5	16	-1.98	-179.88	-0.7	-1.2	76.8	28.55	30.37
90100	95	5	17	-1.98	-179.87	-3.1	-1.3	71.7	28.88	30.3
90101	95	5	18	-1.99	-179.88	-3.7	-2.7	72.1	28.83	30.04
90102	95	5	19	-1.99	-179.88	-3	-2.6	72.5	28.63	29.99
90103	95	5	20	-1.99	-179.88	-3.4	-1.7	74.7	28.51	29.84
90104	95	5	21	-2	-179.88	-3	-0.4	75.9	28.55	29.88
90105	95	5	22	-2.01	-179.88	-0.1	-2.1	83.6	27.42	29.58
90106	95	5	23	-2	-179.87	-0.6	-2.7	79.8	27.42	29.3
90107	95	5	24	-2	-179.87	-4.1	-2.8	75.5	28.51	29.34
90108	95	5	25	-2	-179.88	-5.8	-3.5	72.9	28.63	29.36
90109	95	5	26	-2	-179.88	-3.7	-1	69.1	28.35	29.37
90110	95	5	27	-1.99	-179.88	-2.5	-1.2	70	28.27	29.73
90111	95	5	28	-1.99	-179.87	-4.9	-2.6	73.8	28.27	29.61
90112	95	5	29	-1.99	-179.88	-5.3	-1.3	72.5	28.39	29.53
90113	95	5	30	-1.99	-179.87	-5.7	-1	81.1	28.35	29.36
90114	95	5	31	-1.99	-179.88	-5.1	-4.1	80.2	28.23	29.19
90115	95	6	1	-2	-179.86	-2.3	-1.3	78.9	27.74	29
90116	95	6	2	-1.99	-179.87	-2.6	-2.7	75.1	28.47	29.21
90117	95	6	3	-1.98	-179.87	-4.4	-3.4	76.4	28.35	28.92
90118	95	6	4	-1.99	-179.87	-3.6	-0.1	75.9	28.23	28.9
90119	95	6	5	-2	-179.86	-3.1	0.3	80.2	27.99	29.14
90120	95	6	6	-1.99	-179.86	-3.8	-0.1	78.5	28.43	29.06
90121	95	6	7	-1.99	-179.86	-3.3	0.5	77.7	28.43	29.09
90122	95	6	8	-1.99	-179.87	-4.7	-1.4	72.9	28.47	29
90123	95	6	9	-1.99	-179.87	-3.1	1.6	70	28.23	28.9
90124	95	6	10	-1.99	-179.87	-5.5	3	75.9	28.47	28.91
90125	95	6	11	-2	-179.88	-8.5	-0.9	80.2	28.92	28.9
90126	95	6	12	-1.99	-179.88	-7.4	-0.5	79.8	28.63	28.89
90127	95	6	13	-1.98	-179.88	-5.6	0.7	80.2	28.79	28.99
90128	95	6	14	-1.99	-179.88	-3.7	0.2	78.5	28.59	29.1
90129	95	6	15	-1.99	-179.87	-6.7	-4	76.8	28.63	29.17
90130	95	6	16	-1.99	-179.88	-7.9	-2.3	75.5	28.83	29
90131	95	6	17	-1.99	-179.88	-7.5	1.6	75.5	28.96	29.13
90132	95	6	18	-1.99	-179.88	-3.5	1.4	75.9	28.71	29.18
90133	95	6	19	-1.99	-179.88	-1.7	1.5	79.4	28.07	29.35
90134	95	6	20	-1.99	-179.88	0.3	-1.4	75.9	28.27	29.4
90135	95	6	21	-1.99	-179.88	-0.9	-3.2	76.4	28.51	29.49
90136	95	6	22	-1.99	-179.88	-3.8	-0.3	75.1	28.39	29.3
90137	95	6	23	-2	-179.88	-6.5	-2.5	76.8	28.47	29.21
90138	95	6	24	-1.99	-179.88	-5.6	-1.9	75.9	28.39	29.02
90139	95	6	25	-1.99	-179.87	-7.2	-0.3	74.2	28.55	28.97
90140	95	6	26	-1.99	-179.87	-4.1	0.2	75.1	28.31	28.77
90141	95	6	27	-1.99	-179.87	-4.2	-0.6	78.9	28.35	28.89
90142	95	6	28	-1.99	-179.87	-4.3	0	72.5	28.39	28.73
90143	95	6	29	-1.99	-179.87	-1.2	2.7	73.4	28.39	28.92
90144	95	6	30	-1.99	-179.87	-0.3	-1.9	76.4	28.47	29.18
90145	95	7	1	-1.99	-179.87	-2	-2.8	73.8	28.23	29.11
90146	95	7	2	-2	-179.86	-2	-0.9	75.1	28.19	29.16
90147	95	7	3	-1.99	-179.86	-4.8	-0.7	75.1	28.39	29.17
90148	95	7	4	-1.99	-179.86	-5.3	-2.6	76.8	28.63	29.01
90149	95	7	5	-1.99	-179.86	-5.4	-1.7	74.7	28.47	29.05
90150	95	7	6	-1.99	-179.87	-8.1	-2.5	76.4	28.59	28.93
90151	95	7	7	-2	-179.87	-8.1	-1.4	74.7	28.92	28.92
90152	95	7	8	-1.99	-179.87	-7.2	2.2	75.9	28.79	29.01
90153	95	7	9	-2	-179.87	-7.3	-0.1	74.7	28.71	29.07
90154	95	7	10	-1.99	-179.88	NaN	NaN	NaN	NaN	NaN
90155	95	7	11	-2.01	-179.88	NaN	NaN	NaN	NaN	NaN
90156	95	7	12	-2	-179.89	-3.2	1.2	77.7	28.07	28.98
90157	95	7	13	-1.99	-179.88	-2.8	-4.1	80.2	28.03	28.93
90158	95	7	14	-1.99	-179.88	-4.1	-3	77.7	28.15	28.76
90159	95	7	15	-1.99	-179.87	-3.2	-0.4	74.7	27.9	28.8
90160	95	7	16	-1.99	-179.87	-2.5	0.4	71.2	27.9	29.03
90161	95	7	17	-1.99	-179.87	-4	1.3	69.1	28.19	29.01
90162	95	7	18	-1.99	-179.87	-4	-0.2	71.2	28.07	28.95
90163	95	7	19	-1.99	-179.88	-1.3	-4.1	72.5	28.03	28.92
90164	95	7	20	-1.99	-179.87	-0.7	-2.8	70.4	27.78	28.93
90165	95	7	21	-2	-179.86	-4.2	0.7	67.8	27.99	29.29
90166	95	7	22	-1.99	-179.87	-5.9	0.1	71.2	28.43	29.06
90167	95	7	23	-1.99	-179.88	-5.7	-4.3	79.4	28.07	29.1
90168	95	7	24	-2	-179.87	-5.3	-1.3	74.2	28.31	28.93
90169	95	7	25	-1.99	-179.86	-4	5.5	72.9	28.55	28.93
90170	95	7	26	-1.99	-179.87	-6.3	2.5	74.2	28.79	28.88
90171	95	7	27	-1.99	-179.86	-4.1	-1.3	81.1	27.46	28.96
90172	95	7	28	-2	-179.87	-5.8	-0.4	79.4	28.03	28.85
90173	95	7	29	-2	-179.87	-7.2	-0.1	75.1	28.67	28.82
90174	95	7	30	-2	-179.87	-5.9	-1.4	70.4	28.47	28.85
90175	95	7	31	-1.99	-179.87	-5	-0.1	72.9	28.35	28.9
90176	95	8	1	-1.99	-179.87	-7.6	1.2	77.7	28.11	28.91
90177	95	8	2	-1.99	-179.89	-8.2	-3.5	70.8	28.51	28.81
90178	95	8	3	-2	-179.87	-6.7	-2.7	76.4	28.31	28.8
90179	95	8	4	-1.99	-179.87	-6.9	2.8	80.7	28.19	28.88
90180	95	8	5	-1.99	-179.87	-6.7	0.4	75.1	28.43	28.86
90181	95	8	6	-2	-179.89	-3.8	-1.8	81.1	27.99	29
90182	95	8	7	-2	-179.88	-4.7	-1.4	78.9	28.15	28.86
90183	95	8	8	-2	-179.87	-4	0	74.2	28.19	28.69
90184	95	8	9	-2	-179.87	-4.4	0.7	73.8	28.15	28.86
90185	95	8	10	-1.99	-179.88	-4.2	0.7	72.5	28.23	28.85
90186	95	8	11	-1.99	-179.87	-2.6	-3.9	75.1	28.27	29.04
90187	95	8	12	-1.99	-179.88	-4.3	-3	73.8	28.11	28.92
90188	95	8	13	-1.99	-179.88	-6.5	0.4	73.4	28.39	28.88
90189	95	8	14	-1.99	-179.87	-7.2	-0.7	75.9	28.43	28.83
90190	95	8	15	-1.99	-179.88	-6.2	-1.8	73.4	28.23	28.82
90191	95	8	16	-2	-179.88	-3.8	-2.4	75.9	28.07	28.86
90192	95	8	17	-2	-179.88	-4.1	-2.6	77.7	28.11	29
90193	95	8	18	-1.99	-179.88	-5.8	-0.2	73.8	27.9	29.03
90194	95	8	19	-1.99	-179.87	-4.9	-0.9	71.7	27.74	28.93
90195	95	8	20	-1.99	-179.88	-4.7	-2.7	77.7	27.74	28.76
90196	95	8	21	-1.99	-179.88	-6.8	-1.9	78.5	28.11	28.25
90197	95	8	22	-2	-179.88	-7.9	-1	74.7	28.31	28.12
90198	95	8	23	-2	-179.88	-5.9	-2.2	75.9	28.11	28.14
90199	95	8	24	-2	-179.88	-5.5	1.3	78.1	28.11	28.35
90200	95	8	25	-2	-179.88	-5	-0.3	83.6	27.54	28.4
90201	95	8	26	-1.99	-179.88	-5.6	-0.6	81.1	28.03	28.53
90202	95	8	27	-1.99	-179.88	-8.1	-1.4	79.4	28.19	28.59
90203	95	8	28	-1.99	-179.88	-8.9	-1.1	75.5	28.67	28.58
90204	95	8	29	-2	-179.88	-7.4	-2.2	77.7	28.43	28.56
90205	95	8	30	-1.99	-179.88	-7.2	-0.3	78.9	28.35	28.59
90206	95	8	31	-1.98	-179.87	-8.9	1.8	78.1	28.47	28.53
90207	95	9	1	-1.99	-179.88	-8	0.6	74.7	28.63	28.57
90208	95	9	2	-1.99	-179.88	-6.8	-1.9	74.7	28.35	28.66
90209	95	9	3	-2	-179.87	-6.1	-3.9	74.2	28.15	28.7
90210	95	9	4	-1.98	-179.89	-8	-1.7	74.2	28.27	28.77
90211	95	9	5	-1.99	-179.88	-7.9	1.5	77.7	28.55	28.62
90212	95	9	6	-1.99	-179.88	-7.8	1.9	78.5	28.63	28.5
90213	95	9	7	-1.99	-179.89	-6.5	-2.3	78.9	28.39	28.58
90214	95	9	8	-1.99	-179.88	-5	-3.7	78.1	27.9	28.67
90215	95	9	9	-1.99	-179.88	-6.2	-2.2	73.4	27.86	28.73
90216	95	9	10	-1.99	-179.89	-6.8	-0.4	76.4	27.99	28.8
90217	95	9	11	-1.99	-179.88	-6.3	0.4	76.8	28.19	28.79
90218	95	9	12	-1.99	-179.88	-5.4	-1.7	78.1	28.03	28.83
90219	95	9	13	-1.99	-179.88	-5.5	-4.4	77.2	27.82	28.58
90220	95	9	14	-2	-179.88	-6.6	-3.4	74.7	27.7	27.9
90221	95	9	15	-2	-179.88	-6.4	1	74.2	27.86	27.98
90222	95	9	16	-1.99	-179.88	-6.9	1.5	79.8	27.99	28.01
90223	95	9	17	-1.99	-179.88	-6.2	-1.8	77.7	27.95	28.13
90224	95	9	18	-2	-179.88	-5	-3.7	77.7	27.86	28.29
90225	95	9	19	-1.99	-179.88	-5.2	-0.7	76.4	27.82	28.41
90226	95	9	20	-1.99	-179.88	-4	1.1	78.1	27.99	28.49
90227	95	9	21	-1.99	-179.88	-6	0.9	79.4	28.23	28.56
90228	95	9	22	-1.98	-179.88	-5.8	-1.4	81.5	28.35	28.52
90229	95	9	23	-1.99	-179.87	-5.3	-4.6	80.7	28.07	28.53
90230	95	9	24	-1.99	-179.87	-4	-2.2	76.8	27.7	28.54
90231	95	9	25	-1.99	-179.87	-4.9	0.1	75.1	27.78	28.67
90232	95	9	26	-1.99	-179.87	-6.5	-1.1	75.5	27.95	28.6
90233	95	9	27	-1.99	-179.87	-5.8	-3.5	77.7	27.78	28.53
90234	95	9	28	-1.99	-179.87	-4.4	-0.6	74.7	27.82	28.65
90235	95	9	29	-1.99	-179.86	-5.8	-3.3	76.8	27.86	28.6
90236	95	9	30	-1.99	-179.87	-7.8	-3.1	73.4	28.07	28.51
90237	95	10	1	-1.98	-179.87	-8.3	-1.4	72.1	28.15	28.52
90238	95	10	2	-1.99	-179.87	-7.1	1.5	80.2	27.46	28.54
90239	95	10	3	-2	-179.88	-7.2	-0.3	75.9	28.07	28.22
90240	95	10	4	-1.99	-179.88	-5.9	-2.5	72.9	27.78	28.01
90241	95	10	5	-1.99	-179.87	-2.5	0.2	71.2	27.66	28.49
90242	95	10	6	-1.98	-179.87	-2.2	0.8	73.4	27.74	28.77
90243	95	10	7	-1.99	-179.87	-4.2	-3.2	74.7	27.9	28.64
90244	95	10	8	-1.99	-179.87	-4.6	-3.7	74.2	27.9	28.51
90245	95	10	9	-1.99	-179.87	-7	-0.2	74.7	27.99	28.53
90246	95	10	10	-1.99	-179.86	-4.3	-1.3	74.7	27.86	28.56
90247	95	10	11	-1.99	-179.87	-3.2	-2.5	74.7	27.78	28.74
90248	95	10	12	-2	-179.87	-5.3	-4.4	73.4	27.66	28.65
90249	95	10	13	-1.99	-179.86	-5.2	-3.2	72.5	27.66	28.59
90250	95	10	14	-2	-179.85	-5.3	0.2	72.5	27.66	28.66
90251	95	10	15	-2	-179.86	-5.5	1.3	72.9	27.74	28.64
90252	95	10	16	-1.99	-179.87	-3.1	-0.9	72.5	27.62	28.68
90253	95	10	17	-2	-179.86	-4.9	-4.3	74.7	27.62	28.74
90254	95	10	18	-2	-179.87	-5.6	-1.9	76.4	27.58	28.54
90255	95	10	19	-1.99	-179.87	-5.1	0.4	78.5	27.54	28.55
90256	95	10	20	-1.99	-179.87	-4.8	-0.3	76.8	27.58	28.61
90257	95	10	21	-2	-179.87	-5.4	-3.2	77.7	27.46	28.29
90258	95	10	22	-2	-179.87	-3.4	-2.1	73.4	27.14	27.92
90259	95	10	23	-2	-179.87	-4.2	-2.1	70.4	27.26	27.85
90260	95	10	24	-2	-179.87	-5.3	-3	72.1	27.46	27.78
90261	95	10	25	-2	-179.87	-6.1	-2.2	73.4	27.54	27.75
90262	95	10	26	-1.99	-179.87	-7.1	-0.8	69.5	27.74	27.69
90263	95	10	27	-1.98	-179.87	-7.8	-1.7	70	27.99	27.72
90264	95	10	28	-1.98	-179.88	-6.9	-1.2	69.5	27.86	27.86
90265	95	10	29	-1.98	-179.88	-7.7	0.2	74.2	28.03	28.04
90266	95	10	30	-1.98	-179.87	-6.5	-1.1	70.8	27.9	28.16
90267	95	10	31	-1.98	-179.87	-5.9	-1.4	73.4	27.82	28.34
90268	95	11	1	-1.98	-179.87	-6.8	-0.2	73.4	27.99	28.55
90269	95	11	2	-1.99	-179.87	-5.3	0.4	77.2	27.95	28.48
90270	95	11	3	-1.99	-179.87	-4.9	0.6	77.2	27.9	28.6
90271	95	11	4	-1.99	-179.87	-5.3	-2.6	73.8	27.74	28.56
90272	95	11	5	-1.99	-179.87	-4.8	-3.1	72.1	27.46	28.43
90273	95	11	6	-2	-179.86	-3.8	-0.5	73.4	27.26	28.37
90274	95	11	7	-1.99	-179.88	-4.1	-0.9	73.8	27.54	28.24
90275	95	11	8	-2	-179.88	-4.3	-3.2	76.8	27.38	28.21
90276	95	11	9	-2	-179.88	-3	-4.2	74.2	27.3	28.28
90277	95	11	10	-1.99	-179.88	-3.7	0.4	75.5	27.5	28.38
90278	95	11	11	-1.98	-179.89	-5.3	1.5	75.9	27.58	28.23
90279	95	11	12	-1.99	-179.88	-5.9	-1	78.9	27.58	28.1
90280	95	11	13	-2	-179.88	-5.9	-5.7	78.1	27.5	27.97
90281	95	11	14	-2	-179.87	-3.3	-1.2	78.1	27.22	27.94
90282	95	11	15	-2	-179.87	-6.3	1.6	80.2	27.54	27.86
90283	95	11	16	-2	-179.87	-4.2	-1.5	78.9	27.42	27.78
90284	95	11	17	-2.01	-179.88	-4.1	-4	75.9	27.22	27.71
90285	95	11	18	-1.99	-179.87	-5.6	-0.4	77.2	27.5	27.73
90286	95	11	19	-1.99	-179.88	-7	-0.6	80.2	27.74	27.75
90287	95	11	20	-2	-179.88	-6.1	-2.8	79.8	27.62	27.74
90288	95	11	21	-1.99	-179.88	-6.4	-1.9	76.8	27.42	27.71
90289	95	11	22	-1.99	-179.88	-4.5	-2.5	73.8	27.34	27.72
90290	95	11	23	-1.99	-179.87	-4.5	-4.4	76.4	27.34	27.98
90291	95	11	24	-1.99	-179.87	-3.5	-2.5	71.2	27.18	28.07
90292	95	11	25	-1.98	-179.88	-2.9	-1.1	70.8	26.93	28.47
90293	95	11	26	-1.99	-179.88	-3.1	-2.8	71.7	26.97	28.47
90294	95	11	27	-1.99	-179.87	-2.5	-2.9	71.7	26.93	28.4
90295	95	11	28	-1.99	-179.86	-3	-2.6	72.5	26.93	28.41
90296	95	11	29	-2	-179.86	-2	-4.4	75.5	27.1	27.97
90297	95	11	30	-2	-179.87	-1.7	-2.2	76.8	27.06	27.78
90298	95	12	1	-2	-179.87	-0.4	0.5	73.8	27.5	28.2
90299	95	12	2	-2	-179.87	-1	-1.4	73.8	27.34	28.64
90300	95	12	3	-2	-179.86	-3.3	-2.8	75.5	27.42	28.36
90301	95	12	4	-2	-179.87	-3.5	-2.7	79.4	27.46	28.02
90302	95	12	5	-1.99	-179.87	-3.3	-4.8	80.2	27.54	27.96
90303	95	12	6	-1.99	-179.87	-2.2	-2.8	78.1	27.3	27.97
90304	95	12	7	-1.99	-179.87	-3.2	-0.6	77.7	27.46	28.17
90305	95	12	8	-1.99	-179.86	-1.2	-1.7	76.4	27.74	28.58
90306	95	12	9	-1.98	-179.87	-2.7	-3.5	80.7	27.78	28.5
90307	95	12	10	-1.99	-179.87	-2.8	-4.5	76.8	27.7	28.3
90308	95	12	11	-1.99	-179.88	-2.9	-1.1	78.9	27.54	28.58
90309	95	12	12	-1.99	-179.86	-4	-3.6	77.7	27.82	28.94
90310	95	12	13	-1.99	-179.87	-1.8	-2.7	77.7	27.7	28.95
90311	95	12	14	-1.99	-179.87	-1.4	-1.5	77.2	27.66	28.98
90312	95	12	15	-2	-179.86	-1.2	-4.6	79.8	27.74	28.75
90313	95	12	16	-1.99	-179.87	-0.6	-5.2	77.7	27.74	28.55
90314	95	12	17	-2	-179.86	-3	-1.8	76.8	27.82	28.64
90315	95	12	18	-1.99	-179.87	-1.5	-2.5	77.2	27.7	28.88
90316	95	12	19	-1.99	-179.87	-2.8	-4.5	78.9	27.78	28.7
90317	95	12	20	-2	-179.87	-1.1	-5.4	80.2	28.11	28.67
90318	95	12	21	-2	-179.86	-3.6	-3.5	80.2	28.15	28.89
90319	95	12	22	-2.01	-179.86	-4.2	-2.3	79.8	28.07	28.94
90320	95	12	23	-2	-179.87	-4.4	-2.3	80.2	28.03	28.9
90321	95	12	24	-2	-179.87	-3.4	-4	78.1	28.03	28.82
90322	95	12	25	-1.99	-179.87	-5.6	-3.1	78.9	28.07	28.77
90323	95	12	26	-2	-179.87	-6.7	-0.8	75.5	28.11	28.66
90324	95	12	27	-2	-179.87	-6.1	-2.2	78.1	28.07	28.6
90325	95	12	28	-2	-179.87	-5.5	-5.6	77.7	27.9	28.59
90326	95	12	29	-2	-179.87	-4.7	-4.3	75.1	27.7	28.56
90327	95	12	30	-1.99	-179.86	-4.2	-2.1	76.8	27.62	28.49
90328	95	12	31	-1.99	-179.86	-4.7	-1.2	77.2	27.62	28.34
90329	96	1	1	-1.99	-179.87	-3.9	-1.1	74.2	27.54	28.31
90330	96	1	2	-2	-179.88	-1.5	-1.7	74.2	27.18	28.5
90331	96	1	3	-2	-179.87	-2.7	-2.9	75.5	27.26	28.38
90332	96	1	4	-2	-179.86	-4	-2	73.4	27.42	28.29
90333	96	1	5	-2	-179.87	-4.4	-1.7	73.8	27.58	28.45
90334	96	1	6	-2	-179.87	-4.6	-3.3	74.7	27.54	28.23
90335	96	1	7	-2	-179.87	-4.3	-3.2	75.1	27.5	28.1
90336	96	1	8	-2	-179.87	-6.4	-1.7	76.8	27.99	28.13
90337	96	1	9	-2	-179.87	-5.2	-1.7	73.8	27.78	28.23
90338	96	1	10	-2	-179.88	-4	-3.2	77.2	27.82	28.33
90339	96	1	11	-2	-179.88	-5.2	-3	78.1	27.99	28.39
90340	96	1	12	-2	-179.88	-6.4	-2.1	75.1	27.99	28.31
90341	96	1	13	-1.99	-179.88	-6.4	-0.7	75.5	28.15	28.29
90342	96	1	14	-1.99	-179.88	-6.2	-3.2	75.9	28.15	28.5
90343	96	1	15	-1.98	-179.88	-6.1	-4.3	74.2	27.99	28.6
90344	96	1	16	-2	-179.88	-7.7	-0.9	71.7	28.11	28.56
90345	96	1	17	-1.99	-179.88	-6.9	-0.8	72.9	28.19	28.73
90346	96	1	18	-1.99	-179.87	-4.6	-2.1	70.4	27.7	28.73
90347	96	1	19	-1.99	-179.87	-3.9	-1.1	67.8	27.58	28.8
90348	96	1	20	-2	-179.88	-4.9	0.3	68.7	27.7	28.79
90349	96	1	21	-1.99	-179.88	-4.6	-1.9	70.4	27.74	28.79
90350	96	1	22	-1.99	-179.88	-4.8	-3.9	78.5	27.7	28.91
90351	96	1	23	-1.99	-179.88	-6.9	-4.1	77.2	27.9	28.58
