Obs	Year	Month	Day	Latitude	Longitude	ZonWinds	MerWinds	Humidity	AirTemp	SSTemp
150038	96	2	5	7.97	-155	-8.7	-2.1	82.7	26.83	27.57
150039	96	2	6	7.95	-155	-9	-3	81.4	26.43	27.58
150040	96	2	7	7.97	-155	-8.2	-4.2	76.7	27.03	27.56
150041	96	2	8	7.98	-155	-8.4	-5.8	78.8	26.71	27.55
150042	96	2	9	7.97	-155	-7	-5.8	77.1	26.83	27.44
150043	96	2	10	7.97	-155	-5.7	-5.4	79.7	26.79	27.48
150044	96	2	11	7.97	-155	-2.8	-0.6	86.5	24.89	27.43
150045	96	2	12	7.97	-155	-3.6	-0.7	84.8	24.93	27.34
150046	96	2	13	7.97	-155	-4.9	-6.6	81.8	25.92	27.39
150047	96	2	14	7.97	-155	-6.2	-7.1	78.8	26.08	27.3
150048	96	2	15	7.98	-154.99	-7.5	-3.5	83.5	25.64	27.31
150049	96	2	16	7.97	-155	-8.6	-4.5	81.8	26.39	27.25
150050	96	2	17	7.97	-155	-8.8	-5.7	80.5	26.91	27.23
150051	96	2	18	7.98	-154.99	-7.3	-4.9	81.8	26.87	27.26
150052	96	2	19	7.97	-154.99	-6.3	-6.1	81.8	26.91	27.29
150053	96	2	20	7.97	-154.99	-6.4	-5.5	80.5	26.71	27.23
150054	96	2	21	7.97	-154.99	-6.8	-3.4	87.4	25.76	27.25
150055	96	2	22	7.97	-155	-6.6	-5.9	80.1	26.59	27.28
150056	96	2	23	7.97	-155	-4.7	-5	81	26.55	27.26
150057	96	2	24	7.97	-154.99	-6.1	-0.9	81	26.51	27.3
150058	96	2	25	7.97	-154.99	-3.8	-0.2	81.8	26.35	27.37
150059	96	2	26	7.97	-154.99	-4.6	-0.6	83.9	26.35	27.38
150060	96	2	27	7.97	-155	NaN	NaN	NaN	25.88	27.36
150061	96	2	28	7.97	-154.99	-2.3	-0.9	86.1	25.21	27.38
150062	96	2	29	7.97	-155.01	-4.9	-2.7	83.1	26.08	27.36
150063	96	3	1	7.97	-155	-7.3	-2.3	82.7	26.71	27.39
150064	96	3	2	7.97	-155	-9.8	-3.1	81.8	26.79	27.39
150065	96	3	3	7.98	-155	-8.7	0.2	80.5	27.06	27.4
150066	96	3	4	7.97	-155	-1.4	1.7	83.9	26.35	27.46
150067	96	3	5	7.97	-155	-3.3	0.3	80.5	26.55	27.52
150068	96	3	6	7.97	-155	-4.8	-2.9	79.7	26.59	27.67
150069	96	3	7	7.97	-155	-4	-4.9	79.3	26.79	27.59
150070	96	3	8	7.97	-155	-5.5	-6.3	79.7	26.91	27.57
150071	96	3	9	7.97	-155	-7.6	-5.5	78	26.95	27.56
150072	96	3	10	7.97	-155.01	-8.5	-3.7	75	27.03	27.54
150073	96	3	11	7.97	-155	-7.9	-4.8	78.4	26.91	27.54
150074	96	3	12	7.97	-155	-6.8	-5.8	76.3	26.75	27.48
150075	96	3	13	7.97	-154.99	-7.2	-4.6	72.9	26.71	27.43
150076	96	3	14	7.97	-155.01	-6.4	-5.7	75	26.67	27.49
150077	96	3	15	7.97	-154.99	-7.8	-4.2	77.1	26.79	27.45
150078	96	3	16	7.97	-155.01	-7.4	-2.9	78.4	26.43	27.48
150079	96	3	17	7.97	-155	-8.2	-5.8	78	26.51	27.39
150080	96	3	18	7.97	-155	-8	-5.4	75	26.63	27.33
150081	96	3	19	7.97	-155	-7.3	-4.9	83.1	25.84	27.2
150082	96	3	20	7.97	-155	-8.3	-3.8	81	26.59	27.13
150083	96	3	21	7.97	-155	-7.2	-1.7	82.7	26.71	27.13
150084	96	3	22	7.97	-155	-5.8	-0.1	83.1	26.91	27.22
150085	96	3	23	7.97	-155	-5.1	-4.1	81	26.83	27.36
150086	96	3	24	7.97	-155	-6.1	-5.1	77.6	26.71	27.35
150087	96	3	25	7.98	-155	-6.9	-4	78.4	26.43	27.33
150088	96	3	26	7.97	-155	-6.1	-3.5	82.7	26.83	27.41
150089	96	3	27	7.97	-154.99	-5.7	1.3	81.8	26.87	27.51
150090	96	3	28	7.97	-155	-5.4	-3.4	82.2	26.91	27.52
150091	96	3	29	7.97	-155.01	-7.9	-4.8	78.4	26.95	27.43
150092	96	3	30	7.97	-155	-6.6	-4.1	77.1	26.91	27.36
150093	96	3	31	7.98	-155	-5.3	-5.1	81.4	26.83	27.4
150094	96	4	1	7.98	-155	-7.3	-3.5	82.2	26.99	27.4
150095	96	4	2	7.97	-155	-7.1	-3.6	84.8	26.71	27.59
150096	96	4	3	7.97	-155	-6.5	-4.9	81.8	26.99	27.55
150097	96	4	4	7.97	-155	-7.6	-4.5	76.7	27.1	27.54
150098	96	4	5	7.97	-154.99	-6.5	-3.9	74.6	27.1	27.59
150099	96	4	6	7.97	-155	-6.3	-4.1	75.9	27.06	27.62
150100	96	4	7	7.97	-155.01	-5.4	-5.7	78	26.91	27.54
150101	96	4	8	7.97	-154.99	-7.3	-6.2	71.6	26.83	27.59
150102	96	4	9	7.97	-155	-6.8	-5.8	74.2	26.63	27.56
150103	96	4	10	7.97	-155	-6.8	-6	78.4	26.55	27.5
150104	96	4	11	7.97	-155	-7.7	-5.3	83.1	26.71	27.51
150105	96	4	12	7.97	-154.99	NaN	NaN	NaN	26.91	27.48
150106	96	4	13	7.97	-155.01	-6	-5.6	76.3	26.79	27.47
150107	96	4	14	7.97	-155	-6	-4.6	77.6	26.79	27.52
150108	96	4	15	7.96	-155.01	-6.2	-5.9	77.6	26.63	27.57
150109	96	4	16	7.97	-155	-6.1	-4.9	83.5	26.47	27.58
150110	96	4	17	7.97	-155	-7.7	-6.1	81.4	26.63	27.57
150111	96	4	18	7.97	-155	-7.7	-4.9	78	26.83	27.54
150112	96	4	19	7.97	-155	-6.9	-5.4	76.3	26.79	27.49
150113	96	4	20	7.97	-155	-5.7	-4	79.3	25.96	27.42
150114	96	4	21	7.97	-155	-7	-6	77.6	26.59	27.4
150115	96	4	22	7.98	-155	-7.2	-4.3	76.7	26.71	27.41
150116	96	4	23	7.97	-155	-7.8	-5.5	85.2	26.08	27.43
150117	96	4	24	7.97	-155	-7.1	-4	84.8	26.43	27.36
150118	96	4	25	7.97	-155.01	-8	-5.8	79.3	26.91	27.35
150119	96	4	26	7.97	-155	-7.2	-4.3	80.5	26.75	27.35
150120	96	4	27	7.97	-155	-6.9	-4.8	83.1	26.24	27.3
150121	96	4	28	7.97	-155.01	-5.1	-2.1	83.5	26.16	27.29
150122	96	4	29	7.97	-154.99	-6	-4.3	84.4	26.71	27.43
150123	96	4	30	7.97	-155	-5.3	-3.9	80.5	26.71	27.46
150124	96	5	1	7.97	-155	-5	-4.5	83.5	26.75	27.49
150125	96	5	2	7.97	-155	-6.9	-2.2	90.8	25.37	27.44
150126	96	5	3	7.98	-155.01	-5.1	0	87.8	25.41	27.26
150127	96	5	4	7.97	-155	-3.8	-4.7	85.6	26.12	27.17
150128	96	5	5	7.97	-155	-4.9	-3.9	83.1	26.67	27.24
150129	96	5	6	7.97	-155	-6.5	-2.6	83.5	26.83	27.35
150130	96	5	7	7.96	-155	-6	-3.1	87.4	26.59	27.51
150131	96	5	8	7.97	-155	-6.8	-3.2	85.6	27.06	27.55
150132	96	5	9	7.98	-155.01	-6.3	-4.1	84.8	27.18	27.56
150133	96	5	10	7.97	-154.99	-4.6	-3	83.5	27.03	27.64
150134	96	5	11	7.97	-155	-4.5	-2.8	83.9	26.31	27.74
150135	96	5	12	7.97	-155.01	-6.2	-4.1	81	27.1	27.7
150136	96	5	13	7.97	-155.01	-6.4	-5.7	79.3	27.06	27.66
150137	96	5	14	7.98	-155	-6.4	-5.9	82.7	27.06	27.6
150138	96	5	15	7.97	-154.99	-5.3	-6.3	80.1	27.03	27.66
150139	96	5	16	7.97	-155	-6.2	-4.7	77.6	26.99	27.58
150140	96	5	17	7.98	-155.01	-7	-4.4	85.2	26.35	27.62
150141	96	5	18	7.97	-155	-6.1	-4.9	83.9	26.75	27.63
150142	96	5	19	7.97	-155	-6.4	-5.7	78.4	27.06	27.63
150143	96	5	20	7.97	-155.01	-4.9	-1.1	84.8	26.43	27.63
150144	96	5	21	7.97	-155	-5.2	-4.3	81.8	26.51	27.6
150145	96	5	22	7.97	-155	-6.1	-4.9	75.9	26.87	27.62
150146	96	5	23	7.97	-155.01	-6.9	-4.8	82.2	26.79	27.63
150147	96	5	24	7.97	-155	-7.6	-5.5	85.2	26.59	27.61
150148	96	5	25	7.97	-155	-6.7	-5	75.9	26.83	27.53
150149	96	5	26	7.97	-155	-6	-4.2	72.9	26.71	27.51
150150	96	5	27	7.97	-155	-5.1	-5.3	77.6	26.79	27.52
150151	96	5	28	7.97	-155	-5.5	-4	83.9	26.35	27.54
150152	96	5	29	7.97	-155.01	-4.9	-1.1	88.2	25.37	27.5
150153	96	5	30	7.97	-155	-7.3	-2.5	83.1	26.28	27.47
150154	96	5	31	7.97	-155	-7.1	-5	76.3	26.79	27.49
150155	96	6	1	7.97	-155	-5.8	-6	80.1	26.59	27.52
150156	96	6	2	7.97	-155	-6.2	-2.7	89.1	25.8	27.46
150157	96	6	3	7.97	-155	-3.8	-0.6	79.7	27.1	27.57
150158	96	6	4	7.97	-154.99	-4.9	-5.1	82.2	26.55	27.64
150159	96	6	5	7.98	-155.01	-7.1	-4.8	78.8	26.79	27.56
150160	96	6	6	7.97	-154.99	-3.9	0.4	86.1	26	27.61
150161	96	6	7	7.97	-155	-6.4	-3.1	86.5	26.39	27.67
150162	96	6	8	7.97	-155	-6.9	-3.8	82.7	26.75	27.62
150163	96	6	9	7.98	-155.01	-3.4	-0.5	79.3	26.63	27.7
150164	96	6	10	7.98	-155	-5.2	-3.3	81.8	27.06	27.85
150165	96	6	11	7.97	-155	-7.7	-4.9	81.8	27.18	27.81
150166	96	6	12	7.97	-155.02	-6.8	-1.6	87.4	26.04	27.76
150167	96	6	13	7.97	-154.99	-6	-4.2	88.6	26.16	27.87
150168	96	6	14	7.97	-154.99	-6.7	-2	85.6	26.95	27.87
150169	96	6	15	7.97	-154.99	-5	-1.7	84.8	26.63	27.94
150170	96	6	16	7.97	-154.99	-2.7	1.5	89.9	25.01	27.86
150171	96	6	17	7.97	-154.99	-2.3	-0.1	81	26.28	27.85
150172	96	6	18	7.97	-155	-6.4	-4.5	80.1	27.14	27.9
150173	96	6	19	7.97	-155	-6.4	-4.5	78.8	27.18	27.9
150174	96	6	20	7.97	-154.99	-4	-3.5	83.5	26.55	27.92
150175	96	6	21	7.97	-154.99	-5.9	-4	82.7	27.03	27.96
150176	96	6	22	7.97	-155	-4.7	-2.7	83.5	26.47	27.87
150177	96	6	23	7.97	-154.99	-4.4	-3.4	81	26.91	27.95
150178	96	6	24	7.97	-155	-5.1	-4.1	77.6	27.03	27.94
150179	96	6	25	7.97	-155	-5.4	-2.8	78.4	27.26	28.01
150180	96	6	26	7.97	-154.99	0.6	-1.8	87.4	25.64	28.02
150181	96	6	27	7.97	-154.99	-4.5	-4	82.2	26.28	27.89
150182	96	6	28	7.97	-154.99	-2.7	-2.9	77.6	26.75	27.95
150183	96	6	29	7.97	-155	-2.2	-4.8	77.1	26.83	28.07
150184	96	6	30	7.97	-155	-1.7	-1.6	73.3	26.63	28.07
150185	96	7	1	7.97	-154.99	-3	-2	77.1	26.83	28.12
150186	96	7	2	7.97	-154.99	-3.3	-1.3	74.6	27.14	28.34
150187	96	7	3	7.97	-154.99	-3.6	-1.7	75.9	27.14	28.26
150188	96	7	4	7.97	-154.99	-3.4	-1.7	76.7	27.1	28.27
150189	96	7	5	7.97	-154.99	-5	-3.3	81	27.03	28.23
150190	96	7	6	7.97	-155	-6.5	-3.7	82.7	26.91	28.15
150191	96	7	7	7.97	-155	-3.9	-0.8	81	26.99	28.15
150192	96	7	8	7.97	-154.99	-5.7	-5	82.2	27.1	28.24
150193	96	7	9	7.97	-155	-6.8	-3	82.2	27.46	28.18
150194	96	7	10	7.97	-154.99	-6.3	-1.2	80.5	27.34	28.18
150195	96	7	11	7.97	-154.99	-4.3	-1.2	83.5	26.75	28.14
150196	96	7	12	7.97	-154.99	-4.3	-5.4	78.8	27.18	28.02
150197	96	7	13	7.98	-154.99	-5.2	-0.6	85.6	26.35	28.05
150198	96	7	14	7.98	-154.99	-6.2	-0.2	81.8	26.71	28.07
150199	96	7	15	7.98	-155	-5.3	-2.2	83.5	26.47	28.07
150200	96	7	16	7.97	-154.99	-4.2	-1.8	84.8	26.75	28.05
150201	96	7	17	7.97	-154.98	-5.6	-1.6	83.9	26.87	28.01
150202	96	7	18	7.97	-154.99	-5.4	-0.6	87.4	26.12	27.95
150203	96	7	19	7.97	-154.99	-3.9	-2.3	81.4	26.71	27.95
150204	96	7	20	7.97	-154.98	-4.4	-4.4	78.8	27.1	27.99
150205	96	7	21	7.97	-155	-3	0.9	85.2	26.08	27.99
150206	96	7	22	7.98	-154.99	0.6	0.6	87.4	25.37	27.87
150207	96	7	23	7.97	-154.99	1.5	-1.1	84.8	26	27.83
150208	96	7	24	7.97	-154.99	-4.8	-0.3	82.2	26.67	27.82
150209	96	7	25	7.97	-155	-4.3	-1.4	81	27.14	27.95
150210	96	7	26	7.98	-154.99	NaN	NaN	NaN	27.26	28.11
150211	96	7	27	7.98	-154.99	-5.7	-0.7	83.9	26.67	28.08
150212	96	7	28	7.97	-154.99	-4.1	1.7	81	26.95	28.1
150213	96	7	29	7.97	-154.98	-3	2.3	82.2	26.83	28.23
150214	96	7	30	7.97	-154.99	0.1	4.7	82.2	26.39	27.96
150215	96	7	31	7.97	-154.99	-2	4	75.4	27.58	28.14
150216	96	8	1	7.98	-154.99	-2.1	-1.1	85.6	26.28	28.24
150217	96	8	2	7.97	-154.99	-1.8	3	86.1	26.47	28.29
150218	96	8	3	7.98	-154.99	-0.7	5.8	86.5	26.04	28.4
150219	96	8	4	7.97	-154.99	-0.9	-0.1	82.7	26.55	28.38
150220	96	8	5	7.97	-154.99	-5.5	-3.6	79.3	27.42	28.37
150221	96	8	6	7.97	-154.99	-4	-3.1	74.2	27.18	28.4
150222	96	8	7	7.97	-154.98	-2.9	-1	70.8	27.5	28.53
150223	96	8	8	7.97	-154.99	-3.1	-2.6	74.2	27.54	28.57
150224	96	8	9	7.97	-154.98	-4	-0.4	83.1	26.83	28.56
150225	96	8	10	7.97	-154.99	-4.3	-1	77.6	27.46	28.55
150226	96	8	11	7.97	-154.98	-1.4	2.1	84.8	26.16	28.47
150227	96	8	12	7.97	-154.99	0.3	1.7	83.1	25.96	28.31
150228	96	8	13	7.97	-154.99	-3.2	-0.3	75.4	27.42	28.35
150229	96	8	14	7.97	-154.99	-0.1	-2.1	72.9	27.58	28.84
150230	96	8	15	7.97	-154.99	2.3	-1.2	73.3	27.26	28.92
150231	96	8	16	7.97	-154.99	2.8	-1.1	86.9	25.33	28.47
150232	96	8	17	7.97	-154.99	2.6	3.5	84.8	26.04	28.33
150233	96	8	18	7.97	-154.99	0.2	2.7	79.3	27.22	28.54
150234	96	8	19	7.97	-154.98	-4.3	0.3	73.7	27.89	28.6
150235	96	8	20	7.97	-154.99	-4.2	0.9	72.9	27.81	28.63
150236	96	8	21	7.97	-154.99	-4.2	-2	76.3	27.74	28.7
150237	96	8	22	7.97	-154.99	-5.4	-2.8	78	27.78	28.64
150238	96	8	23	7.98	-154.99	-4.3	4.8	78.8	27.46	28.57
150239	96	8	24	7.98	-154.99	-0.5	2.2	77.1	26.83	28.42
150240	96	8	25	7.97	-154.98	-0.5	-0.2	80.1	26.43	28.34
150241	96	8	26	7.98	-155.01	-2.9	0.4	82.2	26.59	28.57
150242	96	8	27	7.97	-154.99	0	1.3	83.9	26.24	28.68
150243	96	8	28	7.97	-154.99	0.3	0.2	84.4	26.08	28.44
150244	96	8	29	7.97	-154.99	NaN	NaN	NaN	26.71	28.74
150245	96	8	30	7.98	-154.99	-1.1	-1.7	83.1	26.99	28.72
150246	96	8	31	7.97	-154.99	2.3	1.5	81.8	26.67	28.64
150247	96	9	1	7.97	-154.99	NaN	NaN	NaN	25.13	28.69
150248	96	9	2	7.97	-154.99	-3.3	2.6	84.8	26.24	28.62
150249	96	9	3	7.98	-154.98	-6	2.4	74.6	27.85	28.58
150250	96	9	4	7.97	-154.98	-4.2	-0.8	82.7	26.87	28.63
150251	96	9	5	7.97	-155	-5.4	-4.7	80.1	28.05	28.63
150252	96	9	6	7.97	-154.99	-3.6	2	83.9	26.47	28.61
150253	96	9	7	7.97	-154.98	-0.1	-0.3	85.6	25.76	28.43
150254	96	9	8	7.97	-154.99	-4	1	74.2	27.46	28.42
150255	96	9	9	7.98	-154.98	-2.8	-0.2	78	26.87	28.81
150256	96	9	10	7.98	-154.99	-4.4	-2	81	27.26	28.93
150257	96	9	11	7.97	-154.98	-3	-0.2	85.6	26.83	28.8
150258	96	9	12	7.97	-154.99	NaN	NaN	NaN	NaN	NaN
150259	96	9	13	7.97	-154.98	-0.3	2.2	87.8	26.08	28.57
150260	96	9	14	7.97	-154.99	-2.7	1.3	81.8	27.14	28.57
150261	96	9	15	7.97	-154.98	-3	5.8	80.5	27.54	28.6
150262	96	9	16	7.97	-154.98	-3	3	72.9	27.81	28.65
150263	96	9	17	7.97	-154.98	0.2	1.1	82.7	26.2	28.65
150264	96	9	18	7.96	-154.99	-1.4	0.9	81	26.71	28.65
150265	96	9	19	7.96	-154.98	-2.9	1.5	83.9	26.87	28.69
150266	96	9	20	7.97	-154.98	0.7	1.8	87.4	26.12	28.46
150267	96	9	21	7.97	-154.98	-1.2	4.1	80.5	27.18	28.54
150268	96	9	22	7.98	-154.99	0.3	3.3	76.3	27.58	28.83
150269	96	9	23	7.96	-154.98	-2.6	4.1	79.7	26.95	28.92
150270	96	9	24	7.97	-154.98	-1.7	4.6	75.4	27.85	28.94
150271	96	9	25	7.97	-154.98	0.4	2.5	75.4	27.7	28.91
150272	96	9	26	7.97	-154.99	1.2	2.3	79.3	27.26	28.86
150273	96	9	27	7.97	-154.99	0.8	3.6	81.4	26.67	28.42
150274	96	9	28	7.96	-154.99	-0.2	2.8	82.7	26.28	28.52
150275	96	9	29	7.97	-154.99	-3.5	-0.1	83.5	26.83	28.64
150276	96	9	30	7.97	-154.99	-4.8	0.8	73.7	28.13	28.77
150277	96	10	1	7.97	-155	-1.6	-3.5	78.8	27.66	28.97
150278	96	10	2	7.97	-155	-4.7	1.8	80.1	27.7	28.88
150279	96	10	3	7.97	-154.98	-0.6	2.6	82.2	26.63	28.88
150280	96	10	4	7.96	-154.99	-2.2	-2.2	79.7	26.71	28.72
150281	96	10	5	7.97	-154.99	-4.6	-6	73.3	27.89	28.83
150282	96	10	6	7.97	-154.98	-6.5	-3.7	85.2	26.51	28.76
150283	96	10	7	7.97	-154.99	1.8	5.1	80.5	27.14	28.58
150284	96	10	8	7.97	-154.99	0.9	-1	80.1	26.47	28.52
150285	96	10	9	7.97	-154.99	-3.3	-0.9	76.3	27.62	28.81
150286	96	10	10	7.97	-154.99	-4.6	2.2	84.4	26.83	28.67
150287	96	10	11	7.97	-154.98	-2.3	2.5	78.4	27.3	28.79
150288	96	10	12	7.97	-154.99	0.3	0.7	81	26.59	28.96
150289	96	10	13	7.98	-155	-1.5	1.3	78.8	27.46	29.26
150290	96	10	14	7.97	-154.99	-3.5	2.8	81.8	26.91	28.97
150291	96	10	15	7.97	-154.99	-3	2.3	77.6	27.26	28.89
150292	96	10	16	7.97	-154.99	-2.6	-0.2	80.1	27.14	28.91
150293	96	10	17	7.98	-154.98	-1.2	-0.3	81	27.18	29.06
150294	96	10	18	7.97	-154.99	-2.3	2.2	84.8	26.12	28.95
150295	96	10	19	7.96	-154.99	-2.8	2.1	73.3	27.7	28.92
150296	96	10	20	7.98	-154.99	-2.2	-0.7	85.2	26.67	28.97
150297	96	10	21	7.98	-154.99	-5.7	2.7	83.9	26.79	28.83
150298	96	10	22	7.97	-154.98	-3.7	2.8	75.9	27.97	28.85
150299	96	10	23	7.97	-154.99	-3	-2	84.8	26.91	28.91
150300	96	10	24	7.97	-155	-2.2	-0.5	88.2	25.76	28.71
150301	96	10	25	7.98	-154.99	-4.5	3.8	76.3	27.81	28.73
150302	96	10	26	7.98	-154.98	-4.6	3.2	76.3	27.93	28.74
150303	96	10	27	7.98	-154.99	-4.4	0.9	88.2	26.39	28.8
150304	96	10	28	7.98	-154.98	-2.8	2.3	74.6	27.7	28.74
150305	96	10	29	7.97	-154.98	-2.6	-3.3	81.8	27.06	28.8
150306	96	10	30	7.97	-154.99	-4	2.3	83.9	26.71	28.75
150307	96	10	31	7.97	-154.98	-4.9	4.9	75.4	27.78	28.79
150308	96	11	1	7.98	-154.99	-2.7	1.7	81.4	26.79	28.78
150309	96	11	2	7.98	-154.99	-6.4	-0.6	82.2	27.06	28.79
150310	96	11	3	7.97	-154.98	-5.3	1.3	84.8	26.75	28.84
150311	96	11	4	7.98	-154.98	-6.2	3.4	73.3	28.09	28.86
150312	96	11	5	7.97	-154.99	-4.1	0.4	74.2	27.97	28.88
150313	96	11	6	7.97	-154.98	-5.6	-1.6	82.7	27.5	28.86
150314	96	11	7	7.97	-154.99	-4.6	3.2	80.5	27.62	28.83
150315	96	11	8	7.97	-154.99	-2.8	2.9	81.8	27.26	28.78
150316	96	11	9	7.98	-154.99	-3	0.7	89.1	26	28.49
150317	96	11	10	7.97	-154.98	-0.7	5.8	75.9	27.22	28.61
150318	96	11	11	7.97	-154.99	5.9	2.5	78	27.22	28.7
150319	96	11	12	7.97	-154.98	6.4	2.9	85.2	26.16	28.68
150320	96	11	13	7.97	-154.98	3.4	3	79.3	27.66	28.57
150321	96	11	14	7.97	-154.98	4.1	3.7	73.3	27.78	28.7
150322	96	11	15	7.97	-154.99	3.6	3.5	83.1	25.88	28.61
150323	96	11	16	7.97	-154.99	-1.2	4.1	81.8	26.28	28.36
150324	96	11	17	7.98	-154.98	-0.7	3.6	85.2	25.76	28.39
150325	96	11	18	7.97	-154.98	-1	2.9	74.6	27.38	28.51
150326	96	11	19	7.97	-154.99	-3	1.9	78	27.14	28.42
150327	96	11	20	7.98	-154.99	-4.3	0.5	78.4	27.34	28.44
150328	96	11	21	7.97	-154.99	-6.2	0.6	74.6	27.93	28.6
150329	96	11	22	7.98	-154.99	-4.3	-5	78.4	27.74	28.63
150330	96	11	23	7.98	-154.99	-6.3	0.2	85.6	26.75	28.6
150331	96	11	24	7.97	-154.99	-1.9	-1.4	86.5	26	28.45
150332	96	11	25	7.98	-155	-6.8	-1.4	78.8	27.58	28.38
150333	96	11	26	7.98	-155	-5.9	-5.2	76.7	27.93	28.46
150334	96	11	27	7.98	-154.99	-6.1	-1.1	83.1	27.03	28.5
150335	96	11	28	7.98	-154.99	-5.9	0.5	85.6	26.39	28.43
150336	96	11	29	7.98	-154.99	-6.5	-3.5	84.4	26.35	28.47
150337	96	11	30	7.98	-154.99	-7.7	-1	86.9	25.68	28.43
150338	96	12	1	7.97	-154.98	-3.2	4.2	80.5	26.63	28.33
150339	96	12	2	7.97	-154.99	-2.7	-2.3	82.7	26.16	28.09
150340	96	12	3	7.97	-154.99	-4.4	-3.4	81.4	26.63	28.31
150341	96	12	4	7.97	-154.99	-7.6	-4.1	84.4	26.24	28.3
150342	96	12	5	7.97	-154.99	-5.3	-1.4	83.9	25.17	28.16
150343	96	12	6	7.97	-154.98	-6	-3.1	77.1	26.91	28.05
150344	96	12	7	7.98	-154.98	-4	-2.9	88.2	25.6	28.06
150345	96	12	8	7.97	-154.98	-3	4.4	83.9	25.49	28.05
150346	96	12	9	7.97	-154.99	-5.5	2.7	78.8	27.03	27.98
150347	96	12	10	7.97	-154.98	-6.4	-2	77.6	27.42	27.83
150348	96	12	11	7.96	-154.99	-6.1	-4.9	79.3	27.3	27.83
150349	96	12	12	7.97	-154.98	-7.1	-5.2	79.7	27.5	28.02
150350	96	12	13	7.97	-154.98	-5.5	1.7	81.4	26.71	27.96
150351	96	12	14	7.95	-154.98	NaN	NaN	NaN	NaN	NaN
150352	96	12	15	7.95	-154.98	NaN	NaN	NaN	NaN	NaN
150353	96	12	16	7.95	-154.98	-5.4	-1.2	84.5	26.74	27.8
150354	96	12	17	7.95	-154.98	-3.8	-3	83.3	26.93	27.75
150355	96	12	18	7.95	-154.98	-8	-4.9	80.8	27.25	27.67
150356	96	12	19	7.95	-154.98	-7.3	-3.4	83.3	27.01	27.67
150357	96	12	20	7.95	-154.99	-7.4	2.6	82	27.21	27.84
150358	96	12	21	7.95	-154.99	-4.6	1.8	77.5	27.09	27.82
150359	96	12	22	7.95	-154.98	-3.4	-1.2	83.7	26.66	27.96
150360	96	12	23	7.95	-154.98	-5.5	2.1	88.6	25.9	27.9
150361	96	12	24	7.96	-154.99	-7.5	5.5	75.4	27.73	27.91
150362	96	12	25	7.95	-154.98	-5.2	1.7	80.4	27.33	27.94
150363	96	12	26	7.95	-154.99	-4.2	1.5	91.1	25.74	27.98
