Obs	Year	Month	Day	Latitude	Longitude	ZonWinds	MerWinds	Humidity	AirTemp	SSTemp
120036	98	3	12	5.03	-94.95	NaN	NaN	NaN	29.03	NaN
120037	98	3	13	5.04	-94.96	NaN	NaN	83.1	29.07	NaN
120038	98	3	14	5.04	-94.94	NaN	NaN	85	28.42	NaN
120039	98	3	15	5.04	-94.94	NaN	NaN	80.7	29.33	NaN
120040	98	3	16	5.03	-94.95	NaN	NaN	80.3	29.1	NaN
120041	98	3	17	5.03	-94.94	NaN	NaN	79.5	29.49	NaN
120042	98	3	18	5.03	-94.95	NaN	NaN	84.3	28.95	NaN
120043	98	3	19	5.03	-94.94	NaN	NaN	81.9	29.1	NaN
120044	98	3	20	5.03	-94.94	NaN	NaN	81.1	29.41	30.08
120045	98	3	21	5.03	-94.95	NaN	NaN	79.5	NaN	NaN
120046	98	3	22	5.03	-94.94	NaN	NaN	79.9	29.33	30.43
120047	98	3	23	5.03	-94.95	NaN	NaN	80.7	29.68	30.32
120048	98	3	24	5.03	-94.95	NaN	NaN	78.3	29.87	30.17
120049	98	3	25	5.03	-94.95	NaN	NaN	79.5	29.87	30.16
120050	98	3	26	5.03	-94.95	NaN	NaN	83.9	28.95	30.14
120051	98	3	27	5.03	-94.94	NaN	NaN	76.7	29.64	29.96
120052	98	3	28	5.03	-94.94	NaN	NaN	79.5	NaN	NaN
120053	98	3	29	5.03	-94.95	NaN	NaN	79.5	29.64	29.97
120054	98	3	30	5.03	-94.95	NaN	NaN	78.3	29.56	30.05
120055	98	3	31	5.03	-94.95	NaN	NaN	NaN	29.6	30.17
120056	98	4	1	5.03	-94.95	NaN	NaN	85	28.95	30.17
120057	98	4	2	5.03	-94.95	NaN	NaN	83.9	29.14	30.06
120058	98	4	3	5.03	-94.95	NaN	NaN	80.3	29.45	30.09
120059	98	4	4	5.03	-94.95	NaN	NaN	83.5	28.76	29.99
120060	98	4	5	5.03	-94.95	NaN	NaN	81.9	28	29.68
120061	98	4	6	5.04	-94.95	NaN	NaN	83.5	28.91	29.9
120062	98	4	7	5.03	-94.94	NaN	NaN	87.4	28.61	30
120063	98	4	8	5.03	-94.95	NaN	NaN	86.2	28	29.85
120064	98	4	9	5.03	-94.95	NaN	NaN	81.9	28.57	29.81
120065	98	4	10	5.03	-94.95	NaN	NaN	80.7	28.87	29.91
120066	98	4	11	5.03	-94.95	NaN	NaN	NaN	29.45	29.94
120067	98	4	12	5.03	-94.95	NaN	NaN	84.3	29.64	29.27
120068	98	4	13	5.03	-94.94	NaN	NaN	83.9	29.22	29.37
120069	98	4	14	5.03	-94.94	NaN	NaN	84.7	28.8	29.89
120070	98	4	15	5.04	-94.94	NaN	NaN	81.9	29.6	NaN
120071	98	4	16	5.03	-94.95	NaN	NaN	84.7	29.1	NaN
120072	98	4	17	5.03	-94.95	NaN	NaN	84.7	28.91	NaN
120073	98	4	18	5.03	-94.94	NaN	NaN	77.5	29.64	NaN
120074	98	4	19	5.03	-94.94	NaN	NaN	74	29.72	NaN
120075	98	4	20	5.03	-94.95	NaN	NaN	78.7	29.52	NaN
120076	98	4	21	5.03	-94.95	NaN	NaN	81.1	NaN	NaN
120077	98	4	22	5.03	-94.95	NaN	NaN	78.7	29.64	NaN
120078	98	4	23	5.03	-94.95	NaN	NaN	79.1	28.91	NaN
120079	98	4	24	5.04	-94.95	NaN	NaN	78.7	29.94	NaN
120080	98	4	25	5.03	-94.94	NaN	NaN	82.3	NaN	NaN
120081	98	4	26	5.03	-94.95	NaN	NaN	84.3	28.68	NaN
120082	98	4	27	5.03	-94.95	NaN	NaN	84.7	28.65	NaN
120083	98	4	28	5.02	-94.97	NaN	NaN	83.1	28.49	NaN
120084	98	4	29	5.04	-94.95	NaN	NaN	85.4	27.92	NaN
120085	98	4	30	5.03	-94.94	NaN	NaN	86.6	27.54	NaN
120086	98	5	1	5.03	-94.94	NaN	NaN	87.4	27.42	NaN
120087	98	5	2	5.03	-94.94	NaN	NaN	81.1	28.84	29.56
120088	98	5	3	5.03	-94.94	NaN	NaN	80.7	29.1	29.49
120089	98	5	4	5.04	-94.94	NaN	NaN	80.7	29.37	29.45
120090	98	5	5	5.03	-94.95	NaN	NaN	82.7	29.29	29.61
120091	98	5	6	5.03	-94.95	NaN	NaN	NaN	29.41	29.78
120092	98	5	7	5.03	-94.95	NaN	NaN	77.5	29.22	29.9
120093	98	5	8	5.03	-94.95	NaN	NaN	72.8	29.18	29.96
120094	98	5	9	5.03	-94.95	NaN	NaN	75.2	29.33	29.94
120095	98	5	10	5.03	-94.95	NaN	NaN	84.7	28.49	29.96
120096	98	5	11	5.03	-94.95	NaN	NaN	80.3	29.26	30.1
120097	98	5	12	5.03	-94.95	NaN	NaN	NaN	NaN	NaN
120098	98	5	13	5.03	-94.95	NaN	NaN	80.7	29.75	30.28
120099	98	5	14	5.03	-94.96	NaN	NaN	NaN	NaN	NaN
120100	98	5	15	5.03	-94.95	NaN	NaN	81.1	29.64	30.55
120101	98	5	16	5.03	-94.95	NaN	NaN	80.3	29.94	30.54
120102	98	5	17	5.03	-94.95	NaN	NaN	83.5	29.03	30.47
120103	98	5	18	5.03	-94.95	NaN	NaN	NaN	28.65	30.44
120104	98	5	19	5.03	-94.95	NaN	NaN	85.4	NaN	NaN
120105	98	5	20	5.03	-94.95	NaN	NaN	NaN	28.42	30.35
120106	98	5	21	5.03	-94.95	NaN	NaN	NaN	29.37	30.24
120107	98	5	22	5.02	-94.95	NaN	NaN	NaN	NaN	NaN
120108	98	5	23	5.02	-94.95	NaN	NaN	88.6	27.5	30.03
120109	98	5	24	5.02	-94.95	NaN	NaN	81.5	28.61	29.96
120110	98	5	25	5.02	-94.95	NaN	NaN	88.2	NaN	NaN
120111	98	5	26	5.03	-94.95	NaN	NaN	NaN	28.72	29.76
120112	98	5	27	5.03	-94.95	NaN	NaN	81.1	28.91	29.69
120113	98	5	28	5.02	-94.95	NaN	NaN	83.1	NaN	NaN
120114	98	5	29	5.02	-94.95	NaN	NaN	85.4	27.96	29.53
120115	98	5	30	5.02	-94.95	NaN	NaN	NaN	27.58	29.44
120116	98	5	31	5.03	-94.95	NaN	NaN	83.1	28.3	29.51
120117	98	6	1	5.03	-94.95	NaN	NaN	NaN	28.19	29.54
120118	98	6	2	5.03	-94.95	NaN	NaN	85.4	28.57	29.66
120119	98	6	3	5.03	-94.95	NaN	NaN	87.8	26.96	29.55
120120	98	6	4	5.03	-94.95	NaN	NaN	85	27.69	29.56
120121	98	6	5	5.03	-94.95	NaN	NaN	NaN	26.62	29.27
120122	98	6	6	5.03	-94.94	NaN	NaN	84.3	27.8	29.45
120123	98	6	7	5.03	-94.94	NaN	NaN	NaN	27.35	29.31
120124	98	6	8	5.02	-94.94	NaN	NaN	85	27.54	29.29
120125	98	6	9	5.02	-94.92	NaN	NaN	87.8	27.15	29.25
120126	98	6	10	5.02	-94.89	NaN	NaN	NaN	27.77	29.19
120127	98	6	11	5.02	-94.87	NaN	NaN	85.8	27.19	29.03
120128	98	6	12	5.01	-94.86	NaN	NaN	87.8	27.23	28.82
120129	98	6	13	5.01	-94.86	NaN	NaN	85	28.03	29.01
120130	98	6	14	5.01	-94.86	NaN	NaN	88.2	27.58	28.94
120131	85	11	14	-5.01	-109.87	NaN	NaN	NaN	22.62	22.82
120132	85	11	15	-5.01	-109.86	NaN	NaN	NaN	22.72	22.79
120133	85	11	16	-5.01	-109.87	NaN	NaN	NaN	22.52	22.74
120134	85	11	17	-5.01	-109.87	NaN	NaN	NaN	22.48	22.73
120135	85	11	18	-5	-109.86	NaN	NaN	NaN	22.64	22.78
120136	85	11	19	-5.01	-109.86	NaN	NaN	NaN	22.82	22.89
120137	85	11	20	-5.01	-109.86	NaN	NaN	NaN	22.86	22.9
120138	85	11	21	-5.01	-109.87	NaN	NaN	NaN	22.69	22.82
120139	85	11	22	-5.01	-109.86	NaN	NaN	NaN	22.76	22.9
120140	85	11	23	-5.01	-109.86	NaN	NaN	NaN	22.77	22.94
120141	85	11	24	-5.01	-109.87	NaN	NaN	NaN	22.52	22.65
120142	85	11	25	-5.01	-109.87	NaN	NaN	NaN	22.69	22.79
120143	85	11	26	-5.01	-109.86	NaN	NaN	NaN	22.86	22.83
120144	85	11	27	-5.01	-109.87	NaN	NaN	NaN	22.65	22.62
120145	85	11	28	-5.01	-109.87	NaN	NaN	NaN	22.64	22.58
120146	85	11	29	-5.02	-109.87	NaN	NaN	NaN	22.96	22.61
120147	85	11	30	-5.01	-109.87	NaN	NaN	NaN	22.88	22.85
120148	85	12	1	-5.01	-109.86	NaN	NaN	NaN	23.04	22.97
120149	85	12	2	-5.01	-109.87	NaN	NaN	NaN	23.11	22.98
120150	85	12	3	-5.01	-109.87	NaN	NaN	NaN	23.14	23.05
120151	85	12	4	-5.01	-109.87	NaN	NaN	NaN	23.04	23.11
120152	85	12	5	-5.01	-109.87	NaN	NaN	NaN	22.92	22.99
120153	85	12	6	-5.01	-109.87	NaN	NaN	NaN	22.86	23.12
120154	85	12	7	-5.01	-109.86	NaN	NaN	NaN	22.8	23.13
120155	85	12	8	-5.01	-109.87	NaN	NaN	NaN	22.78	23.08
120156	85	12	9	-5.01	-109.87	NaN	NaN	NaN	23.08	23.34
120157	85	12	10	-5.01	-109.86	NaN	NaN	NaN	23.09	23.43
120158	85	12	11	-5.01	-109.86	NaN	NaN	NaN	23.16	23.51
120159	85	12	12	-5.01	-109.86	NaN	NaN	NaN	23.38	23.5
120160	85	12	13	-5.01	-109.87	NaN	NaN	NaN	23.47	23.49
120161	85	12	14	-5.01	-109.86	NaN	NaN	NaN	23.47	23.49
120162	85	12	15	-5.01	-109.86	NaN	NaN	NaN	23.32	23.4
120163	85	12	16	-5.01	-109.87	NaN	NaN	NaN	23.32	23.33
120164	85	12	17	-5.01	-109.86	NaN	NaN	NaN	23.37	23.38
120165	85	12	18	-5.01	-109.86	NaN	NaN	NaN	23.33	23.56
120166	85	12	19	-5.01	-109.86	NaN	NaN	NaN	23.22	23.58
120167	85	12	20	-5.01	-109.87	NaN	NaN	NaN	23.43	23.59
120168	85	12	21	-5.01	-109.87	NaN	NaN	NaN	23.24	23.62
120169	85	12	22	-5.01	-109.87	NaN	NaN	NaN	23.16	23.54
120170	85	12	23	-5.02	-109.87	NaN	NaN	NaN	NaN	NaN
120171	85	12	24	-5.01	-109.86	NaN	NaN	NaN	23.16	23.43
120172	85	12	25	-5.01	-109.86	NaN	NaN	NaN	23.3	23.5
120173	85	12	26	-5.01	-109.86	NaN	NaN	NaN	23.31	23.57
120174	85	12	27	-5.01	-109.86	NaN	NaN	NaN	23.36	23.42
120175	85	12	28	-5.01	-109.86	NaN	NaN	NaN	23.15	23.1
120176	85	12	29	-5.01	-109.86	NaN	NaN	NaN	23.08	23.08
120177	85	12	30	-5.01	-109.85	NaN	NaN	NaN	23.17	23.13
120178	85	12	31	-5.01	-109.86	NaN	NaN	NaN	NaN	NaN
120179	86	1	1	-5.01	-109.86	NaN	NaN	NaN	23.15	23.26
120180	86	1	2	-5.01	-109.86	NaN	NaN	NaN	NaN	NaN
120181	86	1	3	-5.01	-109.86	NaN	NaN	NaN	23.26	23.36
120182	86	1	4	-5.01	-109.86	NaN	NaN	NaN	23.32	23.4
120183	86	1	5	-5.01	-109.86	NaN	NaN	NaN	23.38	23.42
120184	86	1	6	-5.01	-109.86	NaN	NaN	NaN	23.52	23.47
120185	86	1	7	-5.01	-109.86	NaN	NaN	NaN	23.44	23.5
120186	86	1	8	-5.01	-109.86	NaN	NaN	NaN	23.61	23.55
120187	86	1	9	-5.01	-109.86	NaN	NaN	NaN	23.68	23.58
120188	86	1	10	-5	-109.87	NaN	NaN	NaN	23.74	23.62
120189	86	1	11	-5.01	-109.86	NaN	NaN	NaN	23.63	23.71
120190	86	1	12	-5.01	-109.87	NaN	NaN	NaN	NaN	NaN
120191	86	1	13	-5.01	-109.87	NaN	NaN	NaN	23.88	24.1
120192	86	1	14	-5.01	-109.86	NaN	NaN	NaN	23.99	NaN
120193	86	1	15	-5.01	-109.86	NaN	NaN	NaN	23.98	NaN
120194	86	1	16	-5.01	-109.86	NaN	NaN	NaN	24.07	NaN
120195	86	1	17	-5.01	-109.86	NaN	NaN	NaN	24.16	NaN
120196	86	1	18	-5.01	-109.86	NaN	NaN	NaN	24.3	NaN
120197	86	1	19	-5.01	-109.86	NaN	NaN	NaN	24.24	NaN
120198	86	1	20	-5.01	-109.87	NaN	NaN	NaN	24.14	NaN
120199	86	1	21	-5.01	-109.87	NaN	NaN	NaN	24.24	NaN
120200	86	1	22	-5.01	-109.87	NaN	NaN	NaN	24.02	NaN
120201	86	1	23	-5.01	-109.87	NaN	NaN	NaN	21.97	NaN
120202	86	1	24	-5.01	-109.86	NaN	NaN	NaN	24.21	NaN
120203	86	1	25	-5.01	-109.86	NaN	NaN	NaN	24.3	NaN
120204	86	1	26	-5.01	-109.86	NaN	NaN	NaN	24.23	NaN
120205	86	1	27	-5.01	-109.86	NaN	NaN	NaN	24.17	NaN
120206	86	1	28	-5.01	-109.87	NaN	NaN	NaN	24.31	NaN
120207	86	1	29	-5.01	-109.86	NaN	NaN	NaN	24.29	NaN
120208	86	1	30	-5.01	-109.86	NaN	NaN	NaN	24.44	NaN
120209	86	1	31	-5	-109.87	NaN	NaN	NaN	NaN	NaN
120210	86	2	1	-5.01	-109.87	NaN	NaN	NaN	24.77	NaN
120211	86	2	2	-5.01	-109.87	NaN	NaN	NaN	24.68	NaN
120212	86	2	3	-5.01	-109.86	NaN	NaN	NaN	24.46	NaN
120213	86	2	4	-5.01	-109.86	NaN	NaN	NaN	23.5	NaN
120214	86	2	5	-5.01	-109.86	NaN	NaN	NaN	24.83	NaN
120215	86	2	6	-5.01	-109.87	NaN	NaN	NaN	25.09	NaN
120216	86	2	7	-5.01	-109.87	NaN	NaN	NaN	25.1	NaN
120217	86	2	8	-5.01	-109.86	NaN	NaN	NaN	25.24	NaN
120218	86	2	9	-5.01	-109.87	NaN	NaN	NaN	25.06	NaN
120219	86	2	10	-5.01	-109.86	NaN	NaN	NaN	25	NaN
120220	86	2	11	-5.01	-109.86	NaN	NaN	NaN	24.74	NaN
120221	86	2	12	-5.01	-109.87	NaN	NaN	NaN	24.82	NaN
120222	86	2	13	-5.01	-109.87	NaN	NaN	NaN	25.4	NaN
120223	86	2	14	-5.01	-109.86	NaN	NaN	NaN	25.42	NaN
120224	86	2	15	-5.01	-109.87	NaN	NaN	NaN	25.48	NaN
120225	86	2	16	-5.01	-109.87	NaN	NaN	NaN	25.44	NaN
120226	86	2	17	-5.01	-109.87	NaN	NaN	NaN	23.91	NaN
120227	86	2	18	-5.01	-109.87	NaN	NaN	NaN	24.71	NaN
120228	86	2	19	-5.01	-109.87	NaN	NaN	NaN	24.69	NaN
120229	86	2	20	-5.01	-109.87	NaN	NaN	NaN	25.45	NaN
120230	86	2	21	-5.01	-109.87	NaN	NaN	NaN	25.69	NaN
120231	86	2	22	-5.01	-109.86	NaN	NaN	NaN	25.89	NaN
120232	86	2	23	-5.01	-109.86	NaN	NaN	NaN	25.9	NaN
120233	86	2	24	-5.01	-109.86	NaN	NaN	NaN	25.96	NaN
120234	86	2	25	-5.01	-109.87	NaN	NaN	NaN	26.05	NaN
120235	86	2	26	-5.01	-109.86	NaN	NaN	NaN	24.5	NaN
120236	86	2	27	-5.01	-109.86	NaN	NaN	NaN	25.83	NaN
120237	86	2	28	-5.01	-109.86	NaN	NaN	NaN	26.1	NaN
120238	86	3	1	-5.01	-109.86	NaN	NaN	NaN	25.63	NaN
120239	86	3	2	-5.01	-109.86	NaN	NaN	NaN	25.96	NaN
120240	86	3	3	-5.01	-109.86	NaN	NaN	NaN	26.41	NaN
120241	86	3	4	-5.01	-109.86	NaN	NaN	NaN	26.22	NaN
120242	86	3	5	-5.01	-109.86	NaN	NaN	NaN	26.29	NaN
120243	86	3	6	-5.01	-109.86	NaN	NaN	NaN	25.98	NaN
120244	86	3	7	-5	-109.86	NaN	NaN	NaN	25.47	NaN
120245	86	3	8	-5.01	-109.87	NaN	NaN	NaN	26.27	NaN
120246	86	3	9	-5.01	-109.87	NaN	NaN	NaN	25.88	NaN
120247	86	3	10	-5.01	-109.86	NaN	NaN	NaN	25.33	NaN
120248	86	3	11	-5.01	-109.87	NaN	NaN	NaN	25.62	NaN
120249	86	3	12	-5.01	-109.87	NaN	NaN	NaN	26.37	NaN
120250	86	3	13	-5.01	-109.87	NaN	NaN	NaN	25.48	NaN
120251	86	3	14	-5.01	-109.87	NaN	NaN	NaN	NaN	NaN
120252	86	3	15	-5.01	-109.87	NaN	NaN	NaN	NaN	NaN
120253	86	3	16	-5.01	-109.86	NaN	NaN	NaN	25.92	NaN
120254	86	3	17	-5.01	-109.87	NaN	NaN	NaN	26.32	NaN
120255	86	3	18	-5.02	-109.87	NaN	NaN	NaN	26.65	NaN
120256	86	3	19	-5.01	-109.86	NaN	NaN	NaN	25.8	NaN
120257	86	3	20	-5.02	-109.86	NaN	NaN	NaN	26.28	NaN
120258	86	3	21	-5.01	-109.87	NaN	NaN	NaN	26.32	NaN
120259	86	3	22	-5.01	-109.87	NaN	NaN	NaN	25.1	NaN
120260	86	3	23	-5.01	-109.86	NaN	NaN	NaN	26.08	NaN
120261	86	3	24	-5.01	-109.86	NaN	NaN	NaN	26.31	NaN
120262	86	3	25	-5.01	-109.86	NaN	NaN	NaN	26.17	NaN
120263	86	3	26	-5.01	-109.86	NaN	NaN	NaN	25.72	NaN
120264	86	3	27	-5.01	-109.87	NaN	NaN	NaN	26.76	NaN
120265	86	3	28	-5.02	-109.86	NaN	NaN	NaN	26.37	NaN
120266	86	3	29	-5.01	-109.86	NaN	NaN	NaN	26.32	NaN
120267	86	3	30	-5.01	-109.87	NaN	NaN	NaN	25.72	NaN
120268	86	3	31	-5.01	-109.86	NaN	NaN	NaN	25.96	NaN
120269	86	4	1	-5.01	-109.87	NaN	NaN	NaN	NaN	NaN
120270	86	4	2	-5.01	-109.86	NaN	NaN	NaN	26.98	NaN
120271	86	4	3	-5.01	-109.86	NaN	NaN	NaN	26.75	NaN
120272	86	4	4	-5.01	-109.87	NaN	NaN	NaN	25.88	NaN
120273	86	4	5	-5.01	-109.86	NaN	NaN	NaN	26.29	NaN
120274	86	4	6	-5.01	-109.86	NaN	NaN	NaN	25.71	NaN
120275	86	4	7	-5.01	-109.86	NaN	NaN	NaN	26.46	NaN
120276	86	4	8	-5.01	-109.86	NaN	NaN	NaN	26.24	NaN
120277	86	4	9	-5.01	-109.86	NaN	NaN	NaN	27.06	NaN
120278	86	4	10	-5.01	-109.86	NaN	NaN	NaN	26.45	NaN
120279	86	4	11	-5.01	-109.86	NaN	NaN	NaN	25.89	NaN
120280	86	4	12	-5.01	-109.87	NaN	NaN	NaN	26.52	NaN
120281	86	4	13	-5.01	-109.86	NaN	NaN	NaN	25.52	NaN
120282	86	4	14	-5.01	-109.86	NaN	NaN	NaN	26.32	NaN
120283	86	4	15	-5.01	-109.86	NaN	NaN	NaN	26.37	NaN
120284	86	4	16	-5.01	-109.87	NaN	NaN	NaN	26.91	NaN
120285	86	4	17	-5.01	-109.87	NaN	NaN	NaN	26.85	NaN
120286	86	4	18	-5.02	-109.86	NaN	NaN	NaN	26.25	NaN
120287	86	4	19	-5.01	-109.86	NaN	NaN	NaN	26.33	NaN
120288	86	4	20	-5.01	-109.86	NaN	NaN	NaN	25.78	NaN
120289	86	4	21	-5.01	-109.86	NaN	NaN	NaN	26.77	NaN
120290	86	4	22	-5.01	-109.87	NaN	NaN	NaN	26.93	NaN
120291	86	4	23	-5.01	-109.85	NaN	NaN	NaN	26.39	NaN
120292	86	4	24	-5.01	-109.87	NaN	NaN	NaN	25.24	NaN
120293	86	4	25	-5.02	-109.86	NaN	NaN	NaN	26.19	NaN
120294	86	4	26	-5.01	-109.86	NaN	NaN	NaN	26.45	NaN
120295	86	4	27	-5.01	-109.86	NaN	NaN	NaN	26.33	NaN
120296	86	4	28	-5.01	-109.87	NaN	NaN	NaN	26.17	NaN
120297	86	4	29	-5.01	-109.86	NaN	NaN	NaN	26.41	NaN
120298	86	4	30	-5.01	-109.87	NaN	NaN	NaN	26.33	NaN
120299	86	5	1	-5.02	-109.86	NaN	NaN	NaN	26.26	NaN
120300	86	5	2	-5.01	-109.86	NaN	NaN	NaN	25.93	NaN
120301	86	5	3	-5.01	-109.86	NaN	NaN	NaN	26.08	NaN
120302	86	5	4	-5.01	-109.86	NaN	NaN	NaN	26.01	NaN
120303	86	5	5	-5.01	-109.86	NaN	NaN	NaN	26.13	NaN
120304	86	5	6	-5.01	-109.87	NaN	NaN	NaN	26.21	NaN
120305	86	5	7	-5.02	-109.86	NaN	NaN	NaN	25.75	NaN
120306	86	5	8	-5.01	-109.86	NaN	NaN	NaN	26.09	NaN
120307	86	5	9	-5.01	-109.86	NaN	NaN	NaN	26.07	NaN
120308	86	5	10	-5.02	-109.86	NaN	NaN	NaN	26.03	NaN
120309	86	5	11	-5.01	-109.87	NaN	NaN	NaN	26.1	NaN
120310	86	5	12	-5.01	-109.87	NaN	NaN	NaN	26.15	NaN
120311	86	5	13	-5.01	-109.86	NaN	NaN	NaN	26.13	NaN
120312	86	5	14	-5.01	-109.86	NaN	NaN	NaN	26.03	NaN
120313	86	5	15	-5.01	-109.86	NaN	NaN	NaN	25.9	NaN
120314	86	5	16	-5.01	-109.87	NaN	NaN	NaN	26.03	NaN
120315	86	5	17	-5.01	-109.87	NaN	NaN	NaN	26.12	NaN
120316	86	5	18	-5.01	-109.87	NaN	NaN	NaN	25.97	NaN
120317	86	5	19	-5.01	-109.86	NaN	NaN	NaN	25.99	NaN
120318	86	5	20	-5.01	-109.87	NaN	NaN	NaN	26.16	NaN
120319	86	5	21	-5.01	-109.86	NaN	NaN	NaN	26.06	NaN
120320	86	5	22	-5.01	-109.86	NaN	NaN	NaN	26.3	NaN
120321	86	5	23	-5.01	-109.87	NaN	NaN	NaN	26.13	NaN
120322	86	5	24	-5.01	-109.87	NaN	NaN	NaN	26.07	NaN
120323	86	5	25	-5.01	-109.87	NaN	NaN	NaN	26.02	NaN
120324	86	5	26	-5.01	-109.86	NaN	NaN	NaN	25.61	NaN
120325	86	5	27	-5.01	-109.86	NaN	NaN	NaN	25.5	NaN
120326	86	5	28	-5.01	-109.87	NaN	NaN	NaN	25.86	NaN
120327	86	5	29	-5.01	-109.87	NaN	NaN	NaN	25.92	NaN
120328	86	5	30	-5.01	-109.87	NaN	NaN	NaN	25.7	NaN
120329	86	5	31	-5.01	-109.86	NaN	NaN	NaN	NaN	NaN
120330	86	6	1	-5.01	-109.86	NaN	NaN	NaN	25.4	NaN
120331	86	6	2	-5.01	-109.86	NaN	NaN	NaN	25.43	NaN
120332	86	6	3	-5.01	-109.87	NaN	NaN	NaN	25.76	NaN
120333	86	6	4	-5.01	-109.87	NaN	NaN	NaN	25.76	NaN
120334	86	6	5	-5.02	-109.87	NaN	NaN	NaN	25.84	NaN
120335	86	6	6	-5.01	-109.87	NaN	NaN	NaN	25.5	NaN
120336	86	6	7	-5.01	-109.87	NaN	NaN	NaN	25.41	NaN
120337	86	6	8	-5.01	-109.87	NaN	NaN	NaN	NaN	NaN
120338	86	6	9	-5.01	-109.87	NaN	NaN	NaN	25.45	NaN
120339	86	6	10	-5.01	-109.87	NaN	NaN	NaN	25.62	NaN
120340	86	6	11	-5.01	-109.87	NaN	NaN	NaN	25.31	NaN
120341	86	6	12	-5.01	-109.87	NaN	NaN	NaN	25.15	NaN
120342	86	6	13	-5.01	-109.87	NaN	NaN	NaN	25.24	NaN
120343	86	6	14	-5.01	-109.87	NaN	NaN	NaN	25.25	NaN
120344	86	6	15	-5.01	-109.87	NaN	NaN	NaN	24.94	NaN
120345	86	6	16	-5.01	-109.87	NaN	NaN	NaN	25.04	NaN
120346	86	6	17	-5	-109.87	NaN	NaN	NaN	24.99	NaN
120347	86	6	18	-5.01	-109.87	NaN	NaN	NaN	24.59	NaN
120348	86	6	19	-5.01	-109.87	NaN	NaN	NaN	24.94	NaN
120349	86	6	20	-5.01	-109.87	NaN	NaN	NaN	24.87	NaN
120350	86	6	21	-5.01	-109.87	NaN	NaN	NaN	24.9	NaN
120351	86	6	22	-5.01	-109.87	NaN	NaN	NaN	24.7	NaN
120352	86	6	23	-5.01	-109.87	NaN	NaN	NaN	24.92	NaN
120353	86	6	24	-5.01	-109.87	NaN	NaN	NaN	24.71	NaN
120354	86	6	25	-5.01	-109.87	NaN	NaN	NaN	24.88	NaN
120355	86	6	26	-5.01	-109.87	NaN	NaN	NaN	25.13	NaN
120356	86	6	27	-5.01	-109.87	NaN	NaN	NaN	25.2	NaN
120357	86	6	28	-5.01	-109.87	NaN	NaN	NaN	24.87	NaN
120358	86	6	29	-5.01	-109.87	NaN	NaN	NaN	24.32	NaN
120359	86	6	30	-5.01	-109.87	NaN	NaN	NaN	24.18	NaN
